artifact_id,source_status,sha256,disposition,public_replacement,note
ai4us-artifact-sha256-7940c1343b8a290dae7537a500c872435ee14cc45d83b1486db9ebca8fe6b3ff,not_bundled,7940c1343b8a290dae7537a500c872435ee14cc45d83b1486db9ebca8fe6b3ff,represented_by_released_source_table,data/figure_sources/supplementary/FigS03/FigS03.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-d87fbbfd4ebe4f7f3608ddf4806ac69f41f38ede675cf4faa08ef0f6056a82d7,not_bundled,d87fbbfd4ebe4f7f3608ddf4806ac69f41f38ede675cf4faa08ef0f6056a82d7,represented_by_released_source_table,data/figure_sources/supplementary/FigS02/FigS02.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-8f642988b49f62b47e7337e8ca0202d2397762cd46abb5b4a6e330bdbcc30275,not_bundled,8f642988b49f62b47e7337e8ca0202d2397762cd46abb5b4a6e330bdbcc30275,represented_by_released_source_table,data/figure_sources/main/figure2_relationships/Fig02_relationships_v07.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-783eae5bdf062f53ae230dc9510a6080cb86b2d912217bb2f4bb264cb75118cb,not_bundled,783eae5bdf062f53ae230dc9510a6080cb86b2d912217bb2f4bb264cb75118cb,represented_by_released_source_table,data/figure_sources/main/figure5_open_model_analysis/Fig05_mechanism_evidence_v13.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-15624fe93ff04ea60bb6e3395f64d009a65aaa5f4126d1a0b7c87831c013d1ed,not_bundled,15624fe93ff04ea60bb6e3395f64d009a65aaa5f4126d1a0b7c87831c013d1ed,represented_by_released_source_table,data/figure_sources/supplementary/FigS07/FigS07.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-04c1a5dbf00a990c6aac715c95b2c2e850e71f4d2078831ac96a4d44c7858d25,not_bundled,04c1a5dbf00a990c6aac715c95b2c2e850e71f4d2078831ac96a4d44c7858d25,represented_by_released_source_table,data/figure_sources/supplementary/FigS06/FigS06.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-aa9314fbeceeed4c91e591530a718ddb6696a1a7c572500cd7817865bcaafa66,not_bundled,aa9314fbeceeed4c91e591530a718ddb6696a1a7c572500cd7817865bcaafa66,exact_private_table_excluded,data/figure_sources/main/figure3_empirical_variation/Fig03_empirical_complexity_v05.source.csv,The restricted exact input is not redistributed; the listed aggregate is the public replacement.
ai4us-artifact-sha256-cf7af3a551fdcac3be085456a08581d9414da89b11688144b75b8ab13712f1d5,not_bundled,cf7af3a551fdcac3be085456a08581d9414da89b11688144b75b8ab13712f1d5,exact_private_table_excluded,data/figure_sources/main/figure3_empirical_variation/Fig03_empirical_complexity_v05.source.csv,The restricted exact input is not redistributed; the listed aggregate is the public replacement.
ai4us-artifact-sha256-b264ca048a0b1b69a869a9a0b4bcbfbe2e307ee9de354920d3d2d8f52889906d,not_bundled,b264ca048a0b1b69a869a9a0b4bcbfbe2e307ee9de354920d3d2d8f52889906d,represented_by_released_source_table,data/figure_sources/supplementary/FigS07/FigS07.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-20885ae076ebbb101dcc86533caa443741ef51afa51b084bb7fc82c69aec98db,not_bundled,20885ae076ebbb101dcc86533caa443741ef51afa51b084bb7fc82c69aec98db,represented_by_released_source_table,data/figure_sources/supplementary/FigS07/FigS07.source.csv;data/figure_sources/main/figure4_conditional_interventions/Fig04_conditional_interventions_v10.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-8ead7aa2eea9bba52c9da1c68727d6a3af21f8c43fa3bd50199f2fa6f5ffde41,not_bundled,8ead7aa2eea9bba52c9da1c68727d6a3af21f8c43fa3bd50199f2fa6f5ffde41,represented_by_released_source_table,data/figure_sources/main/figure4_conditional_interventions/Fig04_conditional_interventions_v10.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-19b410b7a526b9fca3ee73249b93d717c46fd363359b73054fe21cb033a92a35,not_bundled,19b410b7a526b9fca3ee73249b93d717c46fd363359b73054fe21cb033a92a35,represented_by_released_source_table,data/figure_sources/supplementary/FigS07/FigS07.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-70a56b4e2e4b106eb153acd631cf33b79136bbe68600eee24159c59c3a574319,not_bundled,70a56b4e2e4b106eb153acd631cf33b79136bbe68600eee24159c59c3a574319,represented_by_released_source_table,data/figure_sources/supplementary/FigS06/FigS06.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-672adc63b278f7618a1aec7b129d692c9335cb62da45e29fc61299e97f1c8a93,not_bundled,672adc63b278f7618a1aec7b129d692c9335cb62da45e29fc61299e97f1c8a93,represented_by_released_source_table,data/figure_sources/supplementary/FigS06/FigS06.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-32ad6f6a7917a76dde59efc4568ee748fb1cea651ac951e5167cdb91de987548,not_bundled,32ad6f6a7917a76dde59efc4568ee748fb1cea651ac951e5167cdb91de987548,represented_by_identifier_free_SD3,data/figure_sources/main/figure3_empirical_variation/Fig03_empirical_complexity_v05.source.csv;data/processed/model_outputs/vitality_generation_rows.csv,The listed identifier-free public artifact is the releasable representation.
ai4us-artifact-sha256-ce7caaa2043db2cb13c8ed4a029deb31e13df534f75fdd393717cd95f9ac6f4d,not_bundled,ce7caaa2043db2cb13c8ed4a029deb31e13df534f75fdd393717cd95f9ac6f4d,represented_by_released_source_table,data/figure_sources/supplementary/FigS06/FigS06.source.csv,The listed released source table is the public representation.
ai4us-artifact-sha256-5c0ddb5cd57a1b2af22192dc30a3b38ece1903b03d91efc66e0cb6c0d8963613,bundled,5c0ddb5cd57a1b2af22192dc30a3b38ece1903b03d91efc66e0cb6c0d8963613,public_extract_manifest_successor,data/release_manifests/parsed_model_outputs_manifest.csv,A current public manifest indexes the 32 bundled byte-exact CSV extracts.
ai4us-artifact-sha256-c965bf043456c54e92d0863f4498b5b00592ddd8350c474e70f1e1f352a9e976,bundled,c965bf043456c54e92d0863f4498b5b00592ddd8350c474e70f1e1f352a9e976,author_side_manifest_identity_with_reader_successor,data/release_manifests/parsed_model_outputs_reference.json,The author-side artifact is identified by hash; the listed public reader manifest is current.
ai4us-artifact-sha256-68999352045c5d06fb4d98d9204d140fa915385a8f628957907b17f101e71883,separate_release_not_bundled,68999352045c5d06fb4d98d9204d140fa915385a8f628957907b17f101e71883,bundled_hash_exact_under_reader_name,data/publication/source_data.xlsx,The bundled public artifact retains the recorded SHA-256 under a reader-facing name.
ai4us-artifact-sha256-cff9a0ae44e52259ae1bcb08856097c7582971d2ddca650920e4c87c981f3a42,separate_release_not_bundled,cff9a0ae44e52259ae1bcb08856097c7582971d2ddca650920e4c87c981f3a42,bundled_hash_exact_under_reader_name,data/publication/supplementary_data_1_prompts_and_inference.xlsx,The bundled public artifact retains the recorded SHA-256 under a reader-facing name.
ai4us-artifact-sha256-6b7c0f69dd03c64ca92f77deb46d11a2098b51f5a40de964b793291c821ac92c,separate_release_not_bundled,6b7c0f69dd03c64ca92f77deb46d11a2098b51f5a40de964b793291c821ac92c,bundled_hash_exact_under_reader_name,data/publication/supplementary_data_2_empirical_provenance.xlsx,The bundled public artifact retains the recorded SHA-256 under a reader-facing name.
ai4us-artifact-sha256-5b0820e2f0745b1a1ee11d7a627cc6acf62d86e013f901eb784614b1a38e163f,separate_release_not_bundled,5b0820e2f0745b1a1ee11d7a627cc6acf62d86e013f901eb784614b1a38e163f,external_archive_hash_reference,data/release_manifests/parsed_model_outputs_reference.json;data/release_manifests/parsed_model_outputs_manifest.csv,The external archive is identified by hash; 32 byte-exact identifier-free CSV extracts are bundled.
ai4us-artifact-sha256-f333192a955e528dddd976daa53da28ed277b088b94df1bbb1443077f45f1a53,separate_release_not_bundled,f333192a955e528dddd976daa53da28ed277b088b94df1bbb1443077f45f1a53,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-05df870157739ce183d46f845e37d6ce0a96324cd65996db4214166c7c839bde,separate_release_not_bundled,05df870157739ce183d46f845e37d6ce0a96324cd65996db4214166c7c839bde,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-25753a0e6010d62c15da9373f7ca981c4e296346ce8da294058467c756c84ad3,separate_release_not_bundled,25753a0e6010d62c15da9373f7ca981c4e296346ce8da294058467c756c84ad3,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-3d5d1398eb0b326cc17cd790bde740fae3d4236f776ecb1b772eecdffdcddb1e,separate_release_not_bundled,3d5d1398eb0b326cc17cd790bde740fae3d4236f776ecb1b772eecdffdcddb1e,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-75562fedc9ae9578bbece7a637d184dd392486b085fb44f61ed0cef2a711c47a,separate_release_not_bundled,75562fedc9ae9578bbece7a637d184dd392486b085fb44f61ed0cef2a711c47a,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-9c34e1b78dc33e2fcee87b8fdacbc1189bae88ab63344dc457b158014e73a062,separate_release_not_bundled,9c34e1b78dc33e2fcee87b8fdacbc1189bae88ab63344dc457b158014e73a062,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-0f2f1d1ce4829991f6516c02ac8bc882498ffcbfa8e2339ee0e18139bd5fe997,separate_release_not_bundled,0f2f1d1ce4829991f6516c02ac8bc882498ffcbfa8e2339ee0e18139bd5fe997,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-29b2e8f9dea7a04fcc769337f8d34709afd79e791ed778b04051da53b9c57444,separate_release_not_bundled,29b2e8f9dea7a04fcc769337f8d34709afd79e791ed778b04051da53b9c57444,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-7c3c1f14592a62ae114d4600223ea559630321211e377730356c3dbe636c02ce,separate_release_not_bundled,7c3c1f14592a62ae114d4600223ea559630321211e377730356c3dbe636c02ce,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-a5f0eebee549f4322a723b683dff43fc7b86eec5e7e10455185980b55c366675,separate_release_not_bundled,a5f0eebee549f4322a723b683dff43fc7b86eec5e7e10455185980b55c366675,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-f40d1e5967fce7ac14bd3c4c53be7db40877e6dd0dbbcb8c174184abd24fc588,separate_release_not_bundled,f40d1e5967fce7ac14bd3c4c53be7db40877e6dd0dbbcb8c174184abd24fc588,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-c62d53a81803a6064fcae6c8b6d68232bb86eca1a602aeba5867872cc651dd0d,separate_release_not_bundled,c62d53a81803a6064fcae6c8b6d68232bb86eca1a602aeba5867872cc651dd0d,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-2ae16754d27764f5659a96c2f9fb77ac9d1c5c17738d8390d47a3c750246fb89,separate_release_not_bundled,2ae16754d27764f5659a96c2f9fb77ac9d1c5c17738d8390d47a3c750246fb89,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-2da32d0cce5fe5ef7430bc4905e0e21b69a246a9b0ff8c8e5827d55876952a45,separate_release_not_bundled,2da32d0cce5fe5ef7430bc4905e0e21b69a246a9b0ff8c8e5827d55876952a45,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-e30d2b1531c41fcaa02c47a9de843ec6e2d0853e7152fa65591a3b5495842b30,separate_release_not_bundled,e30d2b1531c41fcaa02c47a9de843ec6e2d0853e7152fa65591a3b5495842b30,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-36bc0b9ecb761e6c71b35979aade5f0afae85ec958512a580e5fa5ad0b95f743,separate_release_not_bundled,36bc0b9ecb761e6c71b35979aade5f0afae85ec958512a580e5fa5ad0b95f743,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-83afdfb0377aebb35112ca81065cd77b555e63a2bf41152b9f6c756143d33da3,separate_release_not_bundled,83afdfb0377aebb35112ca81065cd77b555e63a2bf41152b9f6c756143d33da3,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-3904fffdc9a5a97d79a48ae169f6f52b996743204c08bbe48de0d22d9734b62a,separate_release_not_bundled,3904fffdc9a5a97d79a48ae169f6f52b996743204c08bbe48de0d22d9734b62a,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-6f371fa010c2c44d11f9073562ba65f1ed1ddd9b65a6de25193066169e848c2e,separate_release_not_bundled,6f371fa010c2c44d11f9073562ba65f1ed1ddd9b65a6de25193066169e848c2e,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-a69f0ba5cd87f6e701d59f7b57c960823bcab84168ae849eaab7821200b3e2ca,separate_release_not_bundled,a69f0ba5cd87f6e701d59f7b57c960823bcab84168ae849eaab7821200b3e2ca,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-246d1e9ed6b2c2bf3098280a3a0761f674b058defb8c9b17ea8f7705104ca509,separate_release_not_bundled,246d1e9ed6b2c2bf3098280a3a0761f674b058defb8c9b17ea8f7705104ca509,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-c01283003c332088d59ad6d0c97fcbf0269985152fb49793b713a311a20daf46,separate_release_not_bundled,c01283003c332088d59ad6d0c97fcbf0269985152fb49793b713a311a20daf46,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-f75824c39d3e025bafe71608a5aae47334ebe0318079e40b1c1d40c5998415d7,separate_release_not_bundled,f75824c39d3e025bafe71608a5aae47334ebe0318079e40b1c1d40c5998415d7,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-4896d107a82fad1c3bcf0c0f9e923b77d1f39eeb8c37d5b5a761c47ed8da50da,separate_release_not_bundled,4896d107a82fad1c3bcf0c0f9e923b77d1f39eeb8c37d5b5a761c47ed8da50da,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-f3f7c3cfcbf8221b3344078ad53650a4b9fa687b641b8ecc131124c3ac1cf847,separate_release_not_bundled,f3f7c3cfcbf8221b3344078ad53650a4b9fa687b641b8ecc131124c3ac1cf847,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-c37a8f8b7fa0a7dfd57eada0484329c62033bb3cf9373e44127b17bfd51584cd,separate_release_not_bundled,c37a8f8b7fa0a7dfd57eada0484329c62033bb3cf9373e44127b17bfd51584cd,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-0b94ca0492dbaf5b82c6f518dd45162a03aebac0422cfaecdbe487adddef787e,separate_release_not_bundled,0b94ca0492dbaf5b82c6f518dd45162a03aebac0422cfaecdbe487adddef787e,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-dc22642ec246b7eb6884891d095b09715411f1369767538e0bf417bc5c5b1eed,separate_release_not_bundled,dc22642ec246b7eb6884891d095b09715411f1369767538e0bf417bc5c5b1eed,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-a0abee8bac07f1670a7ba171c83ca023a59a026a695c23901f66920227cf3c1a,separate_release_not_bundled,a0abee8bac07f1670a7ba171c83ca023a59a026a695c23901f66920227cf3c1a,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-202509c403eea3016ea7532710fd033ad96c0f87157c01732b4bcc845312e605,separate_release_not_bundled,202509c403eea3016ea7532710fd033ad96c0f87157c01732b4bcc845312e605,outside_public_code_repository,,This artifact is outside the public repository.
ai4us-artifact-sha256-d151d54e5d83f4558cd19fc0dc15c6ccd882bd8ea7878b01337618418cff3435,separate_release_not_bundled,d151d54e5d83f4558cd19fc0dc15c6ccd882bd8ea7878b01337618418cff3435,outside_public_code_repository,,This artifact is outside the public repository.
