baseline_id,image_name,perception_type,score_run_id,score
100,add_a_signboard,beautiful,8,7.5
100,add_a_signboard,wealthy,8,8
100,add_a_signboard,depressing,8,3
100,add_a_signboard,boring,8,4
100,add_a_signboard,safe,9,8
100,add_a_signboard,lively,9,8
100,add_a_signboard,beautiful,9,7
100,add_a_signboard,wealthy,9,8
100,add_a_signboard,depressing,9,3
100,add_a_signboard,boring,9,4
100,add_a_signboard,safe,10,8
100,add_a_signboard,lively,10,8
100,add_a_signboard,beautiful,10,7
100,add_a_signboard,wealthy,10,9
100,add_a_signboard,depressing,10,3
100,add_a_signboard,boring,10,4
100,add_a_sidewalk,safe,1,8
100,add_a_sidewalk,lively,1,7
100,add_a_sidewalk,beautiful,1,8
100,add_a_sidewalk,wealthy,1,9
100,add_a_sidewalk,depressing,1,3
100,add_a_sidewalk,boring,1,4
100,add_a_sidewalk,safe,2,8
100,add_a_sidewalk,lively,2,9
100,add_a_sidewalk,beautiful,2,7
100,add_a_sidewalk,wealthy,2,8
100,add_a_sidewalk,depressing,2,3
100,add_a_sidewalk,boring,2,4
100,add_a_sidewalk,safe,3,8
100,add_a_sidewalk,lively,3,8
100,add_a_sidewalk,beautiful,3,7
100,add_a_sidewalk,wealthy,3,8
100,add_a_sidewalk,depressing,3,3
100,add_a_sidewalk,boring,3,4
100,add_a_sidewalk,safe,4,8
100,add_a_sidewalk,lively,4,7
100,add_a_sidewalk,beautiful,4,7
100,add_a_sidewalk,wealthy,4,8
100,add_a_sidewalk,depressing,4,3
100,add_a_sidewalk,boring,4,4
100,add_a_sidewalk,safe,5,8
100,add_a_sidewalk,lively,5,8
100,add_a_sidewalk,beautiful,5,7
100,add_a_sidewalk,wealthy,5,8
100,add_a_sidewalk,depressing,5,3
100,add_a_sidewalk,boring,5,4
100,add_a_sidewalk,safe,6,7
100,add_a_sidewalk,lively,6,8
100,add_a_sidewalk,beautiful,6,8
100,add_a_sidewalk,wealthy,6,8
100,add_a_sidewalk,depressing,6,3
100,add_a_sidewalk,boring,6,4
100,add_a_sidewalk,safe,7,7
100,add_a_sidewalk,lively,7,8
100,add_a_sidewalk,beautiful,7,7
100,add_a_sidewalk,wealthy,7,8
100,add_a_sidewalk,depressing,7,3
100,add_a_sidewalk,boring,7,4
100,add_a_sidewalk,safe,8,8
100,add_a_sidewalk,lively,8,8
100,add_a_sidewalk,beautiful,8,7
100,add_a_sidewalk,wealthy,8,8
100,add_a_sidewalk,depressing,8,3
100,add_a_sidewalk,boring,8,4
100,add_a_sidewalk,safe,9,8
100,add_a_sidewalk,lively,9,8
100,add_a_sidewalk,beautiful,9,7
100,add_a_sidewalk,wealthy,9,8
100,add_a_sidewalk,depressing,9,3
100,add_a_sidewalk,boring,9,4
100,add_a_sidewalk,safe,10,8
100,add_a_sidewalk,lively,10,7
100,add_a_sidewalk,beautiful,10,7
100,add_a_sidewalk,wealthy,10,8
100,add_a_sidewalk,depressing,10,3
100,add_a_sidewalk,boring,10,4
100,add_a_tree,safe,1,8
100,add_a_tree,lively,1,8
100,add_a_tree,beautiful,1,7
100,add_a_tree,wealthy,1,8
100,add_a_tree,depressing,1,3
100,add_a_tree,boring,1,4
100,add_a_tree,safe,2,7
100,add_a_tree,lively,2,8
100,add_a_tree,beautiful,2,7
100,add_a_tree,wealthy,2,8
100,add_a_tree,depressing,2,3
100,add_a_tree,boring,2,4
100,add_a_tree,safe,3,8
100,add_a_tree,lively,3,7
100,add_a_tree,beautiful,3,8
100,add_a_tree,wealthy,3,8
100,add_a_tree,depressing,3,3
100,add_a_tree,boring,3,4
100,add_a_tree,safe,4,8
100,add_a_tree,lively,4,8
100,add_a_tree,beautiful,4,7
100,add_a_tree,wealthy,4,8
100,add_a_tree,depressing,4,3
100,add_a_tree,boring,4,4
100,add_a_tree,safe,5,8
100,add_a_tree,lively,5,8
100,add_a_tree,beautiful,5,7
100,add_a_tree,wealthy,5,8
100,add_a_tree,depressing,5,3
100,add_a_tree,boring,5,4
100,add_a_tree,safe,6,8
100,add_a_tree,lively,6,7
100,add_a_tree,beautiful,6,7
100,add_a_tree,wealthy,6,8
100,add_a_tree,depressing,6,3
100,add_a_tree,boring,6,4
100,add_a_tree,safe,7,8
100,add_a_tree,lively,7,7
100,add_a_tree,beautiful,7,8
100,add_a_tree,wealthy,7,8
100,add_a_tree,depressing,7,3
100,add_a_tree,boring,7,4
100,add_a_tree,safe,8,8
100,add_a_tree,lively,8,7
100,add_a_tree,beautiful,8,7
100,add_a_tree,wealthy,8,8
100,add_a_tree,depressing,8,3
100,add_a_tree,boring,8,4
100,add_a_tree,safe,9,7
100,add_a_tree,lively,9,8
100,add_a_tree,beautiful,9,7
100,add_a_tree,wealthy,9,8
100,add_a_tree,depressing,9,3
100,add_a_tree,boring,9,4
100,add_a_truck,safe,1,7
100,add_a_truck,lively,1,8
100,add_a_truck,beautiful,1,7
100,add_a_truck,wealthy,1,8
100,add_a_truck,depressing,1,3
100,add_a_truck,boring,1,4
100,add_a_truck,safe,2,7
100,add_a_truck,lively,2,8
100,add_a_truck,beautiful,2,7
100,add_a_truck,wealthy,2,8
100,add_a_truck,depressing,2,3
100,add_a_truck,boring,2,4
100,add_a_truck,safe,3,7
100,add_a_truck,lively,3,8
100,add_a_truck,beautiful,3,7
100,add_a_truck,wealthy,3,8
100,add_a_truck,depressing,3,3
100,add_a_truck,boring,3,4
100,add_a_truck,safe,4,7
100,add_a_truck,lively,4,8
100,add_a_truck,beautiful,4,7
100,add_a_truck,wealthy,4,8
100,add_a_truck,depressing,4,3
100,add_a_truck,boring,4,4
100,add_a_truck,safe,5,7
100,add_a_truck,lively,5,8
100,add_a_truck,beautiful,5,8
100,add_a_truck,wealthy,5,8
100,add_a_truck,depressing,5,3
100,add_a_truck,boring,5,4
100,add_a_truck,safe,6,7
100,add_a_truck,lively,6,8
100,add_a_truck,beautiful,6,7
100,add_a_truck,wealthy,6,8
100,add_a_truck,depressing,6,3
100,add_a_truck,boring,6,4
100,add_a_truck,safe,7,7
100,add_a_truck,lively,7,8
100,add_a_truck,beautiful,7,7
100,add_a_truck,wealthy,7,8
100,add_a_truck,depressing,7,3
100,add_a_truck,boring,7,4
100,add_a_truck,safe,8,7
100,add_a_truck,lively,8,8
100,add_a_truck,beautiful,8,7
100,add_a_truck,wealthy,8,8
100,add_a_truck,depressing,8,3
100,add_a_truck,boring,8,4
100,add_a_truck,safe,9,8
100,add_a_truck,lively,9,7
100,add_a_truck,beautiful,9,7
100,add_a_truck,wealthy,9,8
100,add_a_truck,depressing,9,3
100,add_a_truck,boring,9,4
100,add_a_truck,safe,10,7
100,add_a_truck,lively,10,8
100,add_a_truck,beautiful,10,7
100,add_a_truck,wealthy,10,8
100,add_a_truck,depressing,10,3
100,add_a_truck,boring,10,4
100,add_a_wall,safe,1,4
100,add_a_wall,lively,1,5
100,add_a_wall,beautiful,1,6
100,add_a_wall,wealthy,1,6
100,add_a_wall,depressing,1,5
100,add_a_wall,boring,1,6
100,add_a_wall,safe,2,4
100,add_a_wall,lively,2,5
100,add_a_wall,beautiful,2,6
100,add_a_wall,wealthy,2,7
100,add_a_wall,depressing,2,5
100,add_a_wall,boring,2,6
100,add_a_wall,safe,3,5
100,add_a_wall,lively,3,5
100,add_a_wall,beautiful,3,6
100,add_a_wall,wealthy,3,7
100,add_a_wall,depressing,3,6
100,add_a_wall,boring,3,5
100,add_a_wall,safe,4,5
100,add_a_wall,lively,4,4
100,add_a_wall,beautiful,4,6
100,add_a_wall,wealthy,4,7
100,add_a_wall,depressing,4,5
100,add_a_wall,boring,4,5
100,add_a_wall,safe,5,5
100,add_a_wall,lively,5,6
100,add_a_wall,beautiful,5,7
100,add_a_wall,wealthy,5,8
100,add_a_wall,depressing,5,4
100,add_a_wall,boring,5,5
100,add_a_wall,safe,6,5
100,add_a_wall,lively,6,4
100,add_a_wall,beautiful,6,6
100,add_a_wall,wealthy,6,7
100,add_a_wall,depressing,6,4
100,add_a_wall,boring,6,5
100,add_a_wall,safe,7,5
100,add_a_wall,lively,7,6
100,add_a_wall,beautiful,7,7
100,add_a_wall,wealthy,7,8
100,add_a_wall,depressing,7,5
100,add_a_wall,boring,7,4
100,add_a_wall,safe,8,6
100,add_a_wall,lively,8,5
100,add_a_wall,beautiful,8,6
100,add_a_wall,wealthy,8,7
100,add_a_wall,depressing,8,5
100,add_a_wall,boring,8,5
100,add_a_wall,safe,9,4
100,add_a_wall,lively,9,5
100,add_a_wall,beautiful,9,6
100,add_a_wall,wealthy,9,7
100,add_a_wall,depressing,9,5
100,add_a_wall,boring,9,6
100,add_a_wall,safe,10,5
100,add_a_wall,lively,10,6
100,add_a_wall,beautiful,10,7
100,add_a_wall,wealthy,10,8
100,add_a_wall,depressing,10,4
100,add_a_wall,boring,10,5
100,add_a_body_of_water,safe,1,5
100,add_a_body_of_water,lively,1,7
100,add_a_body_of_water,beautiful,1,8
100,add_a_body_of_water,wealthy,1,8
100,add_a_body_of_water,depressing,1,4
100,add_a_body_of_water,boring,1,3
100,add_a_body_of_water,safe,2,5
100,add_a_body_of_water,lively,2,8
100,add_a_body_of_water,beautiful,2,7
100,add_a_body_of_water,wealthy,2,8
100,add_a_body_of_water,depressing,2,3
100,add_a_body_of_water,boring,2,4
100,add_a_body_of_water,safe,3,5
100,add_a_body_of_water,lively,3,8
100,add_a_body_of_water,beautiful,3,7
100,add_a_body_of_water,wealthy,3,7
100,add_a_body_of_water,depressing,3,4
100,add_a_body_of_water,boring,3,3
100,add_a_body_of_water,safe,4,5
100,add_a_body_of_water,lively,4,8
100,add_a_body_of_water,beautiful,4,7
100,add_a_body_of_water,wealthy,4,8
100,add_a_body_of_water,depressing,4,3
100,add_a_body_of_water,boring,4,4
100,add_a_body_of_water,safe,5,5
100,add_a_body_of_water,lively,5,8
100,add_a_body_of_water,beautiful,5,7
100,add_a_body_of_water,wealthy,5,8
100,add_a_body_of_water,depressing,5,3
100,add_a_body_of_water,boring,5,4
100,add_a_body_of_water,safe,6,5
100,add_a_body_of_water,lively,6,8
100,add_a_body_of_water,beautiful,6,7
100,add_a_body_of_water,wealthy,6,8
100,add_a_body_of_water,depressing,6,3
100,add_a_body_of_water,boring,6,4
100,add_a_body_of_water,safe,7,5
100,add_a_body_of_water,lively,7,7
100,add_a_body_of_water,beautiful,7,8
100,add_a_body_of_water,wealthy,7,8
100,add_a_body_of_water,depressing,7,3
100,add_a_body_of_water,boring,7,3
100,add_a_body_of_water,safe,8,5
100,add_a_body_of_water,lively,8,7
100,add_a_body_of_water,beautiful,8,8
100,add_a_body_of_water,wealthy,8,8
100,add_a_body_of_water,depressing,8,3
100,add_a_body_of_water,boring,8,4
100,add_a_body_of_water,safe,9,5
100,add_a_body_of_water,lively,9,8
100,add_a_body_of_water,beautiful,9,7
100,add_a_body_of_water,wealthy,9,8
100,add_a_body_of_water,depressing,9,4
100,add_a_body_of_water,boring,9,3
100,add_a_body_of_water,safe,10,5
100,add_a_body_of_water,lively,10,7
100,add_a_body_of_water,beautiful,10,8
100,add_a_body_of_water,wealthy,10,8
100,add_a_body_of_water,depressing,10,3
100,add_a_body_of_water,boring,10,4
100,add_the_amount_of_visible_sky,safe,1,8
100,add_the_amount_of_visible_sky,lively,1,7
100,add_the_amount_of_visible_sky,beautiful,1,7
100,add_the_amount_of_visible_sky,wealthy,1,8
100,add_the_amount_of_visible_sky,depressing,1,3
100,add_the_amount_of_visible_sky,boring,1,4
100,add_the_amount_of_visible_sky,safe,2,7
100,add_the_amount_of_visible_sky,lively,2,8
100,add_the_amount_of_visible_sky,beautiful,2,7
100,add_the_amount_of_visible_sky,wealthy,2,8
100,add_the_amount_of_visible_sky,depressing,2,3
100,add_the_amount_of_visible_sky,boring,2,4
100,add_the_amount_of_visible_sky,safe,3,8
100,add_the_amount_of_visible_sky,lively,3,7
100,add_the_amount_of_visible_sky,beautiful,3,7
100,add_the_amount_of_visible_sky,wealthy,3,8
100,add_the_amount_of_visible_sky,depressing,3,3
100,add_the_amount_of_visible_sky,boring,3,4
100,add_the_amount_of_visible_sky,safe,4,8
100,add_the_amount_of_visible_sky,lively,4,7
100,add_the_amount_of_visible_sky,beautiful,4,8
100,add_the_amount_of_visible_sky,wealthy,4,8
100,add_the_amount_of_visible_sky,depressing,4,3
100,add_the_amount_of_visible_sky,boring,4,4
100,add_the_amount_of_visible_sky,safe,5,7
100,add_the_amount_of_visible_sky,lively,5,8
100,add_the_amount_of_visible_sky,beautiful,5,7
100,add_the_amount_of_visible_sky,wealthy,5,8
100,add_the_amount_of_visible_sky,depressing,5,3
100,add_the_amount_of_visible_sky,boring,5,4
100,add_the_amount_of_visible_sky,safe,6,8
100,add_the_amount_of_visible_sky,lively,6,7
100,add_the_amount_of_visible_sky,beautiful,6,7
100,add_the_amount_of_visible_sky,wealthy,6,8
100,add_the_amount_of_visible_sky,depressing,6,3
100,add_the_amount_of_visible_sky,boring,6,4
100,add_the_amount_of_visible_sky,safe,7,7
100,add_the_amount_of_visible_sky,lively,7,8
100,add_the_amount_of_visible_sky,beautiful,7,7
100,add_the_amount_of_visible_sky,wealthy,7,8
100,add_the_amount_of_visible_sky,depressing,7,3
100,add_the_amount_of_visible_sky,boring,7,4
100,add_the_amount_of_visible_sky,safe,8,7
100,add_the_amount_of_visible_sky,lively,8,8
100,add_the_amount_of_visible_sky,beautiful,8,7
100,add_the_amount_of_visible_sky,wealthy,8,8
100,add_the_amount_of_visible_sky,depressing,8,3
100,add_the_amount_of_visible_sky,boring,8,4
100,add_the_amount_of_visible_sky,safe,9,7
100,add_the_amount_of_visible_sky,lively,9,8
100,add_the_amount_of_visible_sky,beautiful,9,7
100,add_the_amount_of_visible_sky,wealthy,9,8
100,add_the_amount_of_visible_sky,depressing,9,3
100,add_the_amount_of_visible_sky,boring,9,4
100,add_the_amount_of_visible_sky,safe,10,8
100,add_the_amount_of_visible_sky,lively,10,7
100,add_the_amount_of_visible_sky,beautiful,10,7
100,add_the_amount_of_visible_sky,wealthy,10,8
100,add_the_amount_of_visible_sky,depressing,10,3
100,add_the_amount_of_visible_sky,boring,10,4
11,add_a_bridge,safe,1,7
11,add_a_bridge,lively,1,8
11,add_a_bridge,beautiful,1,7
11,add_a_bridge,wealthy,1,7
11,add_a_bridge,depressing,1,3
11,add_a_bridge,boring,1,3
11,add_a_bridge,safe,2,7
11,add_a_bridge,lively,2,8
11,add_a_bridge,beautiful,2,7
11,add_a_bridge,wealthy,2,7
11,add_a_bridge,depressing,2,3
11,add_a_bridge,boring,2,3
11,add_a_bridge,safe,3,7
11,add_a_bridge,lively,3,8
11,add_a_bridge,beautiful,3,7
11,add_a_bridge,wealthy,3,7
11,add_a_bridge,depressing,3,3
11,add_a_bridge,boring,3,3
11,add_a_bridge,safe,4,7
11,add_a_bridge,lively,4,8
11,add_a_bridge,beautiful,4,7
11,add_a_bridge,wealthy,4,7
11,add_a_bridge,depressing,4,3
11,add_a_bridge,boring,4,4
11,add_a_bridge,safe,5,7
11,add_a_bridge,lively,5,8
11,add_a_bridge,beautiful,5,7
11,add_a_bridge,wealthy,5,7
11,add_a_bridge,depressing,5,3
11,add_a_bridge,boring,5,3
11,add_a_bridge,safe,6,7
11,add_a_bridge,lively,6,8
11,add_a_bridge,beautiful,6,7
11,add_a_bridge,wealthy,6,7
11,add_a_bridge,depressing,6,3
11,add_a_bridge,boring,6,3
11,add_a_bridge,safe,7,7
11,add_a_bridge,lively,7,8
11,add_a_bridge,beautiful,7,7
11,add_a_bridge,wealthy,7,7
11,add_a_bridge,depressing,7,3
11,add_a_bridge,boring,7,3
11,add_a_bridge,safe,8,7
11,add_a_bridge,lively,8,8
11,add_a_bridge,beautiful,8,7
11,add_a_bridge,wealthy,8,7
11,add_a_bridge,depressing,8,3
11,add_a_bridge,boring,8,3
11,add_a_bridge,safe,9,7
11,add_a_bridge,lively,9,8
11,add_a_bridge,beautiful,9,7
11,add_a_bridge,wealthy,9,7
11,add_a_bridge,depressing,9,3
11,add_a_bridge,boring,9,3
11,add_a_bridge,safe,10,7
11,add_a_bridge,lively,10,8
11,add_a_bridge,beautiful,10,7
11,add_a_bridge,wealthy,10,7
11,add_a_bridge,depressing,10,3
11,add_a_bridge,boring,10,4
11,add_a_building,safe,1,7
11,add_a_building,lively,1,8
11,add_a_building,beautiful,1,7
11,add_a_building,wealthy,1,7
11,add_a_building,depressing,1,3
11,add_a_building,boring,1,4
11,add_a_building,safe,2,7
11,add_a_building,lively,2,8
11,add_a_building,beautiful,2,7
11,add_a_building,wealthy,2,7
11,add_a_building,depressing,2,3
11,add_a_building,boring,2,4
11,add_a_building,safe,3,7
11,add_a_building,lively,3,8
11,add_a_building,beautiful,3,7
11,add_a_building,wealthy,3,7
11,add_a_building,depressing,3,3
11,add_a_building,boring,3,4
11,add_a_building,safe,4,7
11,add_a_building,lively,4,8
11,add_a_building,beautiful,4,7
11,add_a_building,wealthy,4,7
11,add_a_building,depressing,4,3
11,add_a_building,boring,4,3
11,add_a_building,safe,5,7
11,add_a_building,lively,5,8
11,add_a_building,beautiful,5,7
11,add_a_building,wealthy,5,7
11,add_a_building,depressing,5,3
11,add_a_building,boring,5,4
11,add_a_building,safe,6,7
11,add_a_building,lively,6,8
11,add_a_building,beautiful,6,7
11,add_a_building,wealthy,6,7
11,add_a_building,depressing,6,3
11,add_a_building,boring,6,4
11,add_a_building,safe,7,7
11,add_a_building,lively,7,8
11,add_a_building,beautiful,7,7
11,add_a_building,wealthy,7,7
11,add_a_building,depressing,7,3
11,add_a_building,boring,7,3
11,add_a_building,safe,8,7
11,add_a_building,lively,8,8
11,add_a_building,beautiful,8,7
11,add_a_building,wealthy,8,7
11,add_a_building,depressing,8,3
11,add_a_building,boring,8,4
11,add_a_building,safe,9,7
11,add_a_building,lively,9,8
11,add_a_building,beautiful,9,7
11,add_a_building,wealthy,9,7
11,add_a_building,depressing,9,3
11,add_a_building,boring,9,4
11,add_a_building,safe,10,7
11,add_a_building,lively,10,8
11,add_a_building,beautiful,10,7
11,add_a_building,wealthy,10,7
11,add_a_building,depressing,10,3
11,add_a_building,boring,10,3
11,add_a_car,safe,1,8
11,add_a_car,lively,1,7
11,add_a_car,beautiful,1,7
11,add_a_car,wealthy,1,7
11,add_a_car,depressing,1,3
11,add_a_car,boring,1,4
11,add_a_car,safe,2,7
11,add_a_car,lively,2,8
11,add_a_car,beautiful,2,7
11,add_a_car,wealthy,2,7
11,add_a_car,depressing,2,3
11,add_a_car,boring,2,4
11,add_a_car,safe,3,7
11,add_a_car,lively,3,8
11,add_a_car,beautiful,3,7
11,add_a_car,wealthy,3,7
11,add_a_car,depressing,3,3
11,add_a_car,boring,3,4
11,add_a_car,safe,4,8
11,add_a_car,lively,4,8.5
11,add_a_car,beautiful,4,7.5
11,add_a_car,wealthy,4,8
11,add_a_car,depressing,4,3
11,add_a_car,boring,4,4
11,add_a_car,safe,5,7
11,add_a_car,lively,5,8
11,add_a_car,beautiful,5,7
11,add_a_car,wealthy,5,7
11,add_a_car,depressing,5,3
11,add_a_car,boring,5,4
11,add_a_car,safe,6,7.5
11,add_a_car,lively,6,8
11,add_a_car,beautiful,6,7
11,add_a_car,wealthy,6,7.5
11,add_a_car,depressing,6,3
11,add_a_car,boring,6,3.5
11,add_a_car,safe,7,7
11,add_a_car,lively,7,8
11,add_a_car,beautiful,7,7
11,add_a_car,wealthy,7,7
11,add_a_car,depressing,7,3
11,add_a_car,boring,7,3
11,add_a_car,safe,8,7
11,add_a_car,lively,8,8
11,add_a_car,beautiful,8,7
11,add_a_car,wealthy,8,6
11,add_a_car,depressing,8,3
11,add_a_car,boring,8,3
11,add_a_car,safe,9,8
11,add_a_car,lively,9,7.5
11,add_a_car,beautiful,9,7
11,add_a_car,wealthy,9,7.5
11,add_a_car,depressing,9,3
11,add_a_car,boring,9,4
11,add_a_car,safe,10,8
11,add_a_car,lively,10,8
11,add_a_car,beautiful,10,7
11,add_a_car,wealthy,10,7
11,add_a_car,depressing,10,3
11,add_a_car,boring,10,4
11,add_some_earth,safe,1,7
11,add_some_earth,lively,1,8
11,add_some_earth,beautiful,1,7
11,add_some_earth,wealthy,1,7
11,add_some_earth,depressing,1,3
11,add_some_earth,boring,1,3
11,add_some_earth,safe,2,7
11,add_some_earth,lively,2,8
11,add_some_earth,beautiful,2,7
11,add_some_earth,wealthy,2,7
11,add_some_earth,depressing,2,3
11,add_some_earth,boring,2,3
11,add_some_earth,safe,3,7
11,add_some_earth,lively,3,8
11,add_some_earth,beautiful,3,7
11,add_some_earth,wealthy,3,7
11,add_some_earth,depressing,3,3
11,add_some_earth,boring,3,3
11,add_some_earth,safe,4,7
11,add_some_earth,lively,4,8
11,add_some_earth,beautiful,4,7
11,add_some_earth,wealthy,4,7
11,add_some_earth,depressing,4,3
11,add_some_earth,boring,4,4
11,add_some_earth,safe,5,7
11,add_some_earth,lively,5,8
11,add_some_earth,beautiful,5,7
11,add_some_earth,wealthy,5,7
11,add_some_earth,depressing,5,3
11,add_some_earth,boring,5,4
11,add_some_earth,safe,6,7
11,add_some_earth,lively,6,8
11,add_some_earth,beautiful,6,6
11,add_some_earth,wealthy,6,7
11,add_some_earth,depressing,6,3
11,add_some_earth,boring,6,4
11,add_some_earth,safe,7,7
11,add_some_earth,lively,7,8
11,add_some_earth,beautiful,7,7
11,add_some_earth,wealthy,7,7
11,add_some_earth,depressing,7,3
11,add_some_earth,boring,7,3
11,add_some_earth,safe,8,7
11,add_some_earth,lively,8,8
11,add_some_earth,beautiful,8,7
11,add_some_earth,wealthy,8,7
11,add_some_earth,depressing,8,3
11,add_some_earth,boring,8,4
11,add_some_earth,safe,9,7
11,add_some_earth,lively,9,8
11,add_some_earth,beautiful,9,7
11,add_some_earth,wealthy,9,7
11,add_some_earth,depressing,9,3
11,add_some_earth,boring,9,4
11,add_some_earth,safe,10,7
11,add_some_earth,lively,10,8
11,add_some_earth,beautiful,10,7
11,add_some_earth,wealthy,10,6
11,add_some_earth,depressing,10,4
11,add_some_earth,boring,10,3
11,add_a_fence,safe,1,7
11,add_a_fence,lively,1,8
11,add_a_fence,beautiful,1,7
11,add_a_fence,wealthy,1,7
11,add_a_fence,depressing,1,3
11,add_a_fence,boring,1,3
11,add_a_fence,safe,2,8
11,add_a_fence,lively,2,9
11,add_a_fence,beautiful,2,7
11,add_a_fence,wealthy,2,7
11,add_a_fence,depressing,2,3
11,add_a_fence,boring,2,3
11,add_a_fence,safe,3,7
11,add_a_fence,lively,3,8
11,add_a_fence,beautiful,3,7
11,add_a_fence,wealthy,3,7
11,add_a_fence,depressing,3,3
11,add_a_fence,boring,3,3
11,add_a_fence,safe,4,7
11,add_a_fence,lively,4,8
11,add_a_fence,beautiful,4,7
11,add_a_fence,wealthy,4,7
11,add_a_fence,depressing,4,3
11,add_a_fence,boring,4,3
11,add_a_fence,safe,5,7
11,add_a_fence,lively,5,8
11,add_a_fence,beautiful,5,7
11,add_a_fence,wealthy,5,7
11,add_a_fence,depressing,5,3
11,add_a_fence,boring,5,3
11,add_a_fence,safe,6,7
11,add_a_fence,lively,6,8
11,add_a_fence,beautiful,6,7
11,add_a_fence,wealthy,6,7
11,add_a_fence,depressing,6,3
11,add_a_fence,boring,6,3
11,add_a_fence,safe,7,7
11,add_a_fence,lively,7,8
11,add_a_fence,beautiful,7,7
11,add_a_fence,wealthy,7,7
11,add_a_fence,depressing,7,3
11,add_a_fence,boring,7,4
11,add_a_fence,safe,8,7
11,add_a_fence,lively,8,8
11,add_a_fence,beautiful,8,7
11,add_a_fence,wealthy,8,7
11,add_a_fence,depressing,8,3
11,add_a_fence,boring,8,3
11,add_a_fence,safe,9,7
11,add_a_fence,lively,9,8
11,add_a_fence,beautiful,9,7
11,add_a_fence,wealthy,9,7
11,add_a_fence,depressing,9,3
11,add_a_fence,boring,9,4
11,add_a_fence,safe,10,7
11,add_a_fence,lively,10,8
11,add_a_fence,beautiful,10,7
11,add_a_fence,wealthy,10,7
11,add_a_fence,depressing,10,3
11,add_a_fence,boring,10,4
11,add_a_field,safe,1,7
11,add_a_field,lively,1,4
11,add_a_field,beautiful,1,8
11,add_a_field,wealthy,1,6
11,add_a_field,depressing,1,3
11,add_a_field,boring,1,5
11,add_a_field,safe,2,5
11,add_a_field,lively,2,3
11,add_a_field,beautiful,2,7
11,add_a_field,wealthy,2,5
11,add_a_field,depressing,2,6
11,add_a_field,boring,2,7
11,add_a_field,safe,3,7
11,add_a_field,lively,3,4
11,add_a_field,beautiful,3,8
11,add_a_field,wealthy,3,6
11,add_a_field,depressing,3,3
11,add_a_field,boring,3,5
11,add_a_field,safe,4,7
11,add_a_field,lively,4,4
11,add_a_field,beautiful,4,8
11,add_a_field,wealthy,4,6
11,add_a_field,depressing,4,3
11,add_a_field,boring,4,5
11,add_a_field,safe,5,7
11,add_a_field,lively,5,4
11,add_a_field,beautiful,5,8
11,add_a_field,wealthy,5,5
11,add_a_field,depressing,5,3
11,add_a_field,boring,5,5
11,add_a_field,safe,6,7
11,add_a_field,lively,6,5
11,add_a_field,beautiful,6,8
11,add_a_field,wealthy,6,6
11,add_a_field,depressing,6,4
11,add_a_field,boring,6,5
11,add_a_field,safe,7,7
11,add_a_field,lively,7,4
11,add_a_field,beautiful,7,7
11,add_a_field,wealthy,7,5
11,add_a_field,depressing,7,3
11,add_a_field,boring,7,5
11,add_a_field,safe,8,7
11,add_a_field,lively,8,4
11,add_a_field,beautiful,8,8
11,add_a_field,wealthy,8,5
11,add_a_field,depressing,8,3
11,add_a_field,boring,8,6
11,add_a_field,safe,9,7
11,add_a_field,lively,9,5
11,add_a_field,beautiful,9,8
11,add_a_field,wealthy,9,6
11,add_a_field,depressing,9,3
11,add_a_field,boring,9,4
11,add_a_field,safe,10,5
11,add_a_field,lively,10,3
11,add_a_field,beautiful,10,7
11,add_a_field,wealthy,10,5
11,add_a_field,depressing,10,6
11,add_a_field,boring,10,5
11,add_the_floor,safe,1,8
11,add_the_floor,lively,1,9
11,add_the_floor,beautiful,1,7
11,add_the_floor,wealthy,1,7
11,add_the_floor,depressing,1,3
11,add_the_floor,boring,1,3
11,add_the_floor,safe,2,7.5
11,add_the_floor,lively,2,8
11,add_the_floor,beautiful,2,7
11,add_the_floor,wealthy,2,7
11,add_the_floor,depressing,2,3
11,add_the_floor,boring,2,4
11,add_the_floor,safe,3,7
11,add_the_floor,lively,3,8
11,add_the_floor,beautiful,3,7
11,add_the_floor,wealthy,3,7
11,add_the_floor,depressing,3,3
11,add_the_floor,boring,3,4
11,add_the_floor,safe,4,7.5
11,add_the_floor,lively,4,8
11,add_the_floor,beautiful,4,7
11,add_the_floor,wealthy,4,7
11,add_the_floor,depressing,4,3
11,add_the_floor,boring,4,3.5
11,add_the_floor,safe,5,7
11,add_the_floor,lively,5,8
11,add_the_floor,beautiful,5,7
11,add_the_floor,wealthy,5,7
11,add_the_floor,depressing,5,3
11,add_the_floor,boring,5,4
11,add_the_floor,safe,6,7
11,add_the_floor,lively,6,8
11,add_the_floor,beautiful,6,7
11,add_the_floor,wealthy,6,7
11,add_the_floor,depressing,6,3
11,add_the_floor,boring,6,4
11,add_the_floor,safe,7,7
11,add_the_floor,lively,7,8
11,add_the_floor,beautiful,7,7
11,add_the_floor,wealthy,7,7
11,add_the_floor,depressing,7,3
11,add_the_floor,boring,7,4
11,add_the_floor,safe,8,7
11,add_the_floor,lively,8,8
11,add_the_floor,beautiful,8,7
11,add_the_floor,wealthy,8,7
11,add_the_floor,depressing,8,3
11,add_the_floor,boring,8,4
11,add_the_floor,safe,9,7
11,add_the_floor,lively,9,8
11,add_the_floor,beautiful,9,7
11,add_the_floor,wealthy,9,7
11,add_the_floor,depressing,9,3
11,add_the_floor,boring,9,4
11,add_the_floor,safe,10,7
