prompt_variant_id,setting_id,outcome,relation,population_direction,surface,answer_order,clean_margin,target_slope,target_plus1_effect,population_slope,registry_slope,random_1_slope,random_2_slope,random_3_slope,random_4_slope,random_5_slope
scaling_variant_0107,scaling_mechanism_setting_004,gdp,inverse,up,surface_d,forward,-1.9531250596046448,-0.0187499672174453,0.0781251192092895,0.0312500894069671,-0.3749999515712261,-0.0078124180436134,-0.046875,0.0312500372529029,0.0234375223517417,-0.1718749776482582
scaling_variant_0108,scaling_mechanism_setting_004,gdp,inverse,up,surface_d,reverse,-0.7031249403953552,-0.2093749761581421,-0.0937500298023223,-0.0156250298023223,-0.2812500149011612,-0.0312500447034835,0.0625000149011612,0.0937499552965164,0.078125,-0.1484374850988388
scaling_variant_0109,scaling_mechanism_setting_004,gdp,inverse,down,surface_c,forward,-4.734374796971679,0.6718748589977622,0.6406246200203896,0.1718748433049768,-0.2109375009313225,0.0625000074505806,0.0234373309649527,-0.1328123901039362,-0.2187498898711055,0.0078122783452272
scaling_variant_0110,scaling_mechanism_setting_004,gdp,inverse,down,surface_c,reverse,-5.421875211875886,0.4999999272637069,0.484375184867531,0.1718750251457095,-0.2578123974381014,0.0312499601859599,0.0468750596046447,-0.101562509778887,-0.2265624776482582,0.0859376823063939
scaling_variant_0111,scaling_mechanism_setting_004,gdp,inverse,down,surface_d,forward,-2.7031249701976776,0.7625000447034835,0.703125074505806,0.1093749739229679,-0.1874999515712261,0.0156249701976776,-0.0234375037252903,-0.1015625186264514,-0.1875000298023224,0.0156250298023223
scaling_variant_0112,scaling_mechanism_setting_004,gdp,inverse,down,surface_d,reverse,-2.968749925494194,0.5656249642372131,0.4999998956918716,0.1093749925494194,-0.1015624795109033,0.0156250353902578,-0.0078123994171619,-0.0624999906867742,-0.1250000074505806,0.0781250372529029
scaling_variant_0113,scaling_mechanism_setting_004,road,direct,up,surface_c,forward,-2.015624910593033,0.6000000000000001,0.6249998509883881,-0.0859374180436134,0.3750000149011612,-0.0390624925494194,-0.0781250074505806,0.2578124701976776,0.1015625074505806,-0.0937499329447746
scaling_variant_0114,scaling_mechanism_setting_004,road,direct,up,surface_c,reverse,-3.75,0.2062499329447746,0.1875000298023224,-0.1406249878928065,0.3203123966231942,-0.078125100582838,-0.062500050291419,0.1562499431893229,0.1328124785795807,-0.1171874888241291
scaling_variant_0115,scaling_mechanism_setting_004,road,direct,up,surface_d,forward,-0.1875,0.2781249999999999,0.1875,0.0,0.1640625,0.0078125,-0.0625,0.0703125,0.03125,-0.125
scaling_variant_0116,scaling_mechanism_setting_004,road,direct,up,surface_d,reverse,-1.0156249701976776,0.15,0.0624999701976776,1.4901161193847656e-08,0.109375,-0.0156250149011611,-0.0312499701976776,0.0703125,0.0156249850988388,-0.1328125298023224
scaling_variant_0117,scaling_mechanism_setting_004,road,direct,down,surface_c,forward,-0.40625,0.3906249642372131,0.5625,0.1015625,0.0703125298023223,0.0,0.0312499701976776,-0.0390625,-0.0546875298023223,0.0703125
scaling_variant_0118,scaling_mechanism_setting_004,road,direct,down,surface_c,reverse,0.5156250596046448,0.5687499701976776,0.7343748807907104,0.171875,0.109375,0.0078124701976776,-0.0390625,-0.0625,-0.1015625,0.109375
scaling_variant_0119,scaling_mechanism_setting_004,road,direct,down,surface_d,forward,-0.171875,0.4656250238418579,0.65625,0.0546875,0.0625,0.0,0.015625,-0.046875,-0.0546875,0.0703125
scaling_variant_0120,scaling_mechanism_setting_004,road,direct,down,surface_d,reverse,0.4375,0.5593749701976776,0.7656249403953552,0.09375,0.1328125,-0.0078125,-0.046875,-0.0624999701976776,-0.0546875,0.09375
scaling_variant_0121,scaling_mechanism_setting_004,road,inverse,up,surface_c,forward,-1.1875,-0.7593749850988387,-0.3749999701976776,-0.1015625,-0.5937499403953552,-0.0624999850988388,-0.0781250149011612,4.4703483581542975e-08,0.0703125298023223,-0.0781249850988388
scaling_variant_0122,scaling_mechanism_setting_004,road,inverse,up,surface_c,reverse,2.125000074505806,-0.6718749597668646,-0.5468751043081284,-0.3750000298023224,-0.3046874180436134,-0.1249999590218067,0.0546875521540641,0.1796874701976776,0.2578125484287739,-0.1640625186264515
scaling_variant_0123,scaling_mechanism_setting_004,road,inverse,up,surface_d,forward,-2.6093749403953552,-0.1343749240040779,-0.0156249478459358,2.60770320892334e-08,-0.4843749720603227,0.0390625372529029,-0.1093748994171619,0.0156250484287738,0.0312500037252903,-0.1718750558793544
scaling_variant_0124,scaling_mechanism_setting_004,road,inverse,up,surface_d,reverse,-1.4843749552965164,-0.2937500089406967,-0.1250000745058059,-0.0390625372529029,-0.3906250596046448,0.0156250074505805,0.0156249925494194,0.0859374925494194,0.0859375223517417,-0.1718750223517418
scaling_variant_0125,scaling_mechanism_setting_004,road,inverse,down,surface_c,forward,-4.203124822117388,0.668750037997961,0.6562498351559043,0.1875000833533704,-0.2578125311993062,0.0937499804422259,0.0312500526197254,-0.1406248891726136,-0.1953125521540641,0.0312499310821294
scaling_variant_0126,scaling_mechanism_setting_004,road,inverse,down,surface_c,reverse,-4.812500165775418,0.4781248305924238,0.4531251043081283,0.1796874306164682,-0.2812500400468707,0.0546874715946614,0.0312499236315488,-0.0781251853331923,-0.2187500165309757,0.0859374525025487
scaling_variant_0127,scaling_mechanism_setting_004,road,inverse,down,surface_d,forward,-1.4843750298023224,0.8875000268220902,0.7500000596046448,0.1328125149011612,-0.0781249850988388,0.0390624478459358,-0.0078125,-0.0781250074505806,-0.140624962747097,0.0390624850988388
scaling_variant_0128,scaling_mechanism_setting_004,road,inverse,down,surface_d,reverse,-2.0312498807907104,0.7500000387430191,0.6718749105930328,0.1562500596046447,-0.0234374850988388,0.0234375670552253,-0.0156250149011611,-0.0468750819563865,-0.1171874850988388,0.0859375
scaling_variant_0129,scaling_mechanism_setting_005,gdp,direct,up,surface_c,forward,-5.828125163912773,0.1000001311302184,0.109375275671482,-0.1406249478459358,0.6250001825392246,-0.0468750782310962,-0.0312500484287738,0.2968751452863216,0.2187500819563865,-0.1093750931322574
scaling_variant_0130,scaling_mechanism_setting_005,gdp,direct,up,surface_c,reverse,-5.843749932944775,0.0500001423060894,0.031250063329935,-0.1406249413266778,0.4218750749714672,-0.031250056810677,-0.0937498984858393,0.1484374972060322,0.1875001704320311,-0.1328125889413058
scaling_variant_0131,scaling_mechanism_setting_005,gdp,direct,up,surface_d,forward,-5.015625114552677,-0.2499999890103936,-0.3124997476115823,-0.0859377179294824,0.6171875873114914,-0.0546875279396772,-0.031250050291419,0.1796874599531293,0.1874999995343387,-0.0546875074505806
scaling_variant_0132,scaling_mechanism_setting_005,gdp,direct,up,surface_d,reverse,-5.250000020023435,-0.2906250233761966,-0.3593749823048711,-0.0859375044237822,0.5468747790437192,-0.0468749667052179,-0.0859374932479113,0.1171874569263309,0.164062381722033,-0.148437563329935
scaling_variant_0133,scaling_mechanism_setting_005,gdp,direct,down,surface_c,forward,-1.9218749403953552,0.2499999821186065,0.4843749403953552,0.0546875,0.4218750223517418,-0.0312499925494194,0.0390624180436134,-0.0234375223517417,-0.0859376117587089,0.1406250298023224
scaling_variant_0134,scaling_mechanism_setting_005,gdp,direct,down,surface_c,reverse,-0.9843749701976776,0.3874999999999999,0.5937499701976776,0.109375,0.4843750149011612,-0.0234375298023223,-0.0703125,-0.0390625,-0.1562500298023224,0.1484374850988388
scaling_variant_0135,scaling_mechanism_setting_005,gdp,direct,down,surface_d,forward,0.265625,0.5124999821186065,0.7187499701976776,0.0234375,0.0234375,0.0078125,-0.015625,-0.0703125,-0.0625,0.0703125
scaling_variant_0136,scaling_mechanism_setting_005,gdp,direct,down,surface_d,reverse,1.2187499701976776,0.581249976158142,0.7187500149011612,0.0781249850988388,0.0546875149011611,0.0156249701976776,-0.0625,-0.0781250149011612,-0.0624999701976776,0.0937500447034835
scaling_variant_0137,scaling_mechanism_setting_005,gdp,inverse,up,surface_c,forward,-1.8437500596046448,-0.9656249821186064,-0.468749888241291,-0.0703125521540641,-1.0625000707805157,-0.0546874925494194,-0.039062462747097,0.0078124850988388,0.1406249701976776,-0.0468750447034835
scaling_variant_0138,scaling_mechanism_setting_005,gdp,inverse,up,surface_c,reverse,2.640625052154064,-0.7000000104308127,-0.6250001713633537,-0.4062500577419996,-0.5312500111758709,-0.1562500353902578,0.0937500931322574,0.1796875074505806,0.3046874832361936,-0.1484374739229679
scaling_variant_0139,scaling_mechanism_setting_005,gdp,inverse,up,surface_d,forward,-1.7187499701976776,-0.0375000089406967,0.062499925494194,0.0234374701976776,-0.2890624701976776,-0.0234375447034835,-0.0468749701976776,0.0390625149011611,0.0312500074505806,-0.1562499478459358
scaling_variant_0140,scaling_mechanism_setting_005,gdp,inverse,up,surface_d,reverse,-0.5156250596046448,-0.212499988079071,-0.1093748807907104,-0.0156249850988388,-0.2343749850988388,-0.0312500298023223,0.0546875298023223,0.0859375298023223,0.0859374701976776,-0.1406250149011612
scaling_variant_0141,scaling_mechanism_setting_005,gdp,inverse,down,surface_c,forward,-5.640625180210918,0.6718751127831638,0.6406254000030458,0.1406248436542228,-0.3203124854480847,0.062499952618964,0.0390623469138518,-0.1562500832369551,-0.2343748358543962,-2.561137080192566e-09
scaling_variant_0142,scaling_mechanism_setting_005,gdp,inverse,down,surface_c,reverse,-6.156249852152541,0.5593748992541806,0.5468746621627361,0.187499976484105,-0.3515623554121703,0.0234374600695446,0.0624999318970367,-0.1093749253777787,-0.2421877245651558,0.0781250152504071
scaling_variant_0143,scaling_mechanism_setting_005,gdp,inverse,down,surface_d,forward,-2.531250089406967,0.8343750342726708,0.7500000447034836,0.0937500074505806,-0.195312425494194,0.0156250521540641,-0.0390624329447746,-0.1093749888241291,-0.1562499962747097,0.0234375335276126
scaling_variant_0144,scaling_mechanism_setting_005,gdp,inverse,down,surface_d,reverse,-3.000000063329935,0.6312500573694707,0.5625001676380634,0.1015624292194843,-0.1250000018626451,0.0156249422580003,-0.0234375037252903,-0.0624999105930328,-0.1406249571591615,0.0703124348074197
scaling_variant_0145,scaling_mechanism_setting_005,road,direct,up,surface_c,forward,-3.0156251192092896,0.4749999821186065,0.4843751192092895,-0.1171874552965164,0.4687500409781933,-0.0625000447034835,-0.0781249403953552,0.3125,0.1484375745058059,-0.0703124478459358
scaling_variant_0146,scaling_mechanism_setting_005,road,direct,up,surface_c,reverse,-4.453124828636646,0.1062499020248651,0.078124713152647,-0.1406249087303877,0.3515626508742571,-0.0546875400468707,-0.0859373994171619,0.1562500474974513,0.1640626508742571,-0.1171875521540641
scaling_variant_0147,scaling_mechanism_setting_005,road,direct,up,surface_d,forward,-0.5156249403953552,0.2781250178813934,0.2031249403953552,-0.0078124403953552,0.2187499701976776,0.015625,-0.0468749701976776,0.0781249701976776,0.0468750298023223,-0.1171875298023223
scaling_variant_0148,scaling_mechanism_setting_005,road,direct,up,surface_d,reverse,-1.3125000298023224,0.137499988079071,0.03125,-1.4901161193847656e-08,0.148437462747097,-0.0078125149011611,-0.0234374701976776,0.0859375,0.0312500149011611,-0.1484375149011612
scaling_variant_0149,scaling_mechanism_setting_005,road,direct,down,surface_c,forward,-0.7343750298023224,0.4531250238418579,0.6093750298023224,0.0859375149011612,0.1328125149011612,0.0,0.0390624850988388,-0.0234375,-0.0781250149011612,0.0859374552965164
scaling_variant_0150,scaling_mechanism_setting_005,road,direct,down,surface_c,reverse,-0.421875,0.640625,0.890625,0.1328124701976776,0.2265625,-0.0078125,-0.015625,-0.0234375,-0.0859375298023223,0.1406250149011612
scaling_variant_0151,scaling_mechanism_setting_005,road,direct,down,surface_d,forward,-0.421875,0.512499988079071,0.734375,0.0546875,0.1015624701976776,-0.0078125,0.0234375,-0.0625,-0.0546875,0.0859375
scaling_variant_0152,scaling_mechanism_setting_005,road,direct,down,surface_d,reverse,0.3125,0.6031250178813934,0.7968750298023224,0.09375,0.1484375,-0.015625,-0.046875,-0.078125,-0.0546875,0.1015625
scaling_variant_0153,scaling_mechanism_setting_005,road,inverse,up,surface_c,forward,-1.4531250447034836,-0.803125,-0.3749999701976776,-0.0937499850988388,-0.7421875335276127,-0.0546875223517417,-0.0781250372529029,0.0078125,0.0703124701976776,-0.0703125149011612
scaling_variant_0154,scaling_mechanism_setting_005,road,inverse,up,surface_c,reverse,2.2187499925494194,-0.7343749850988388,-0.5937499925494194,-0.3750000111758709,-0.3750000074505806,-0.1171875558793544,0.0703125819563865,0.1874999739229679,0.2578124143183231,-0.1718750447034835
scaling_variant_0155,scaling_mechanism_setting_005,road,inverse,up,surface_d,forward,-2.718749977648258,-0.1281249552965164,0.0156250149011611,0.0078123994171619,-0.5156250037252903,0.0156250707805156,-0.101562425494194,0.0156250447034835,0.0390625447034835,-0.1874999776482582
scaling_variant_0156,scaling_mechanism_setting_005,road,inverse,up,surface_d,reverse,-1.5312499850988388,-0.2843749821186066,-0.1249999552965164,-0.0234374552965164,-0.4140625074505806,0.0156249552965164,0.0234375223517417,0.0859374925494194,0.0859374776482582,-0.1874999925494194
scaling_variant_0157,scaling_mechanism_setting_005,road,inverse,down,surface_c,forward,-5.234374869149178,0.7156250755302608,0.7343749548308551,0.1874999466817826,-0.3437498216517269,0.0937501960434019,0.046875209081918,-0.1328125435393303,-0.2265625256113708,0.0390624760184437
scaling_variant_0158,scaling_mechanism_setting_005,road,inverse,down,surface_c,reverse,-5.671875237952918,0.5312500374391674,0.5312503827735782,0.1875000559957698,-0.3515625928994268,0.0546874919673427,0.0468751018634066,-0.093749992433004,-0.2421875048894435,0.0937499604187905
scaling_variant_0159,scaling_mechanism_setting_005,road,inverse,down,surface_d,forward,-1.5000000149011612,0.9562499523162842,0.7968749850988388,0.125,-0.0625000074505806,0.0312499701976776,-0.0078125149011611,-0.0937500074505806,-0.1250000074505806,0.0312500298023223
scaling_variant_0160,scaling_mechanism_setting_005,road,inverse,down,surface_d,reverse,-2.2656250670552254,0.8156250149011613,0.7187501266598701,0.1640624403953552,-0.0390625186264514,0.007812425494194,-0.0156249925494194,-0.0624999888241291,-0.1328124664723873,0.0781249403953552
scaling_variant_0161,scaling_mechanism_setting_006,gdp,direct,up,surface_c,forward,-5.640624821186066,0.0875000610947608,0.1093748100101947,-0.1484374441206455,0.539062362164259,-0.0546874143183231,-0.0156250558793544,0.2656251043081283,0.2343749850988388,-0.0937501043081283
scaling_variant_0162,scaling_mechanism_setting_006,gdp,direct,up,surface_c,reverse,-5.562499882653356,0.0437500841915607,0.0468750149011611,-0.1640623407438397,0.3828123640269041,-0.0234375456348061,-0.0937500670552253,0.1328125353902578,0.1718751741573214,-0.1406250558793544
scaling_variant_0163,scaling_mechanism_setting_006,gdp,direct,up,surface_d,forward,-5.062499945051968,-0.2437499314546585,-0.3125000456348061,-0.0937500563450157,0.5546874811407179,-0.0703124161809682,-0.0390624436549842,0.1953126667067408,0.1874999776482582,-0.0468748714774847
scaling_variant_0164,scaling_mechanism_setting_006,gdp,direct,up,surface_d,reverse,-5.01562519185245,-0.2749998715706169,-0.3281246717087924,-0.0937499334104359,0.500000073807314,-0.0468749874271452,-0.0859373644925654,0.1171875833533704,0.1562498016282916,-0.1484375628642738
scaling_variant_0165,scaling_mechanism_setting_006,gdp,direct,down,surface_c,forward,-2.046874910593033,0.0968749999999999,0.2812498807907104,0.0156249850988388,0.398437425494194,-0.046875,0.0312500298023223,-0.0390625447034835,-0.0781249403953552,0.1640624403953552
scaling_variant_0166,scaling_mechanism_setting_006,gdp,direct,down,surface_c,reverse,-1.15625,0.2093750119209289,0.40625,0.078125,0.4296875298023224,-0.0156249701976776,-0.0781249850988388,-0.0390624701976776,-0.1328124701976776,0.1640625149011612
scaling_variant_0167,scaling_mechanism_setting_006,gdp,direct,down,surface_d,forward,0.03125,0.415624988079071,0.6406249701976776,0.015625,0.03125,0.0,-0.0078125,-0.0546875,-0.0390625,0.078125
scaling_variant_0168,scaling_mechanism_setting_006,gdp,direct,down,surface_d,reverse,0.9687499701976776,0.5281250298023223,0.7031250894069672,0.0781249850988388,0.0937499850988388,0.0078125149011611,-0.0703125149011612,-0.0781249850988388,-0.0546875,0.1015625149011612
scaling_variant_0169,scaling_mechanism_setting_006,gdp,inverse,up,surface_c,forward,-1.6874999701976776,-0.965624947845936,-0.5156249552965164,-0.1015624925494194,-1.0234374534338713,-0.0625000074505806,-0.0312500074505806,0.0078125,0.1328125447034835,-0.0546875223517417
scaling_variant_0170,scaling_mechanism_setting_006,gdp,inverse,up,surface_c,reverse,2.656250111758709,-0.7093750752508641,-0.6406251713633537,-0.429687425494194,-0.515625,-0.1406249236315488,0.085937600582838,0.1640624608844518,0.3203125335276127,-0.132812513038516
scaling_variant_0171,scaling_mechanism_setting_006,gdp,inverse,up,surface_d,forward,-1.875000044703484,-0.0156249701976776,0.0781250745058059,0.0312500372529029,-0.3593750782310962,-4.4703483581542975e-08,-0.0390625223517417,0.0390624180436134,0.0234375298023223,-0.1562500447034835
scaling_variant_0172,scaling_mechanism_setting_006,gdp,inverse,up,surface_d,reverse,-0.7031250596046448,-0.193749988079071,-0.0781249105930328,-0.0078125,-0.2656249701976776,-0.0234374701976776,0.0624999850988388,0.0937500298023223,0.0781250149011612,-0.1406250298023224
scaling_variant_0173,scaling_mechanism_setting_006,gdp,inverse,down,surface_c,forward,-4.781250098720193,0.6749999660998582,0.6250002793967724,0.1640623128041625,-0.2031250994186848,0.0546873202547431,0.0312500833533704,-0.1484374694991856,-0.2187500465661287,0.0078126112930476
scaling_variant_0174,scaling_mechanism_setting_006,gdp,inverse,down,surface_c,reverse,-5.468750155996531,0.5250000027008355,0.4843751890584826,0.1874998881248757,-0.2734376101288944,0.0312499948777258,0.0468748435378074,-0.0937500854488462,-0.2343749060528352,0.0781252207234501
scaling_variant_0175,scaling_mechanism_setting_006,gdp,inverse,down,surface_d,forward,-2.1093751192092896,0.8406250149011613,0.7343751788139343,0.0937500409781932,-0.1406249441206455,-2.2351741790771484e-08,-0.0312500074505806,-0.1093750372529029,-0.1406249180436134,0.0390625223517417
scaling_variant_0176,scaling_mechanism_setting_006,gdp,inverse,down,surface_d,reverse,-2.6874999403953552,0.6124999687075615,0.546874925494194,0.1015624850988388,-0.0859375558793544,0.0078124925494194,-0.0312500037252903,-0.0781250335276126,-0.1328125260770321,0.0781249664723873
scaling_variant_0177,scaling_mechanism_setting_006,road,direct,up,surface_c,forward,-2.765625089406967,0.4406250596046447,0.4531251937150955,-0.1093750447034835,0.4218749478459358,-0.0234375521540641,-0.0468750074505806,0.265625,0.1250000447034835,-0.0546875149011611
scaling_variant_0178,scaling_mechanism_setting_006,road,direct,up,surface_c,reverse,-4.171874765306711,0.103125100955367,0.0937499329447746,-0.1406249050050974,0.2812499264255166,-0.0468747848644852,-0.0625000558793544,0.1484374599531293,0.1718750912696123,-0.1093749515712261
scaling_variant_0179,scaling_mechanism_setting_006,road,direct,up,surface_d,forward,-0.7499999403953552,0.2250000476837158,0.1562499701976776,-0.0078125,0.2343750149011612,0.015625,-0.0468750149011611,0.1015625,0.0546875298023223,-0.1015625298023223
scaling_variant_0180,scaling_mechanism_setting_006,road,direct,up,surface_d,reverse,-1.5312500149011612,0.0999999850988388,-0.0156250298023223,-0.0078125223517417,0.1484375149011612,-0.0078125372529029,-0.0312500372529029,0.109374962747097,0.0390624850988388,-0.1328125
scaling_variant_0181,scaling_mechanism_setting_006,road,direct,down,surface_c,forward,-1.1562500596046448,0.2749999940395355,0.4531250596046448,0.0546874701976776,0.1718750149011612,-0.015625,0.0546875,-0.03125,-0.0468749850988388,0.1015624701976776
scaling_variant_0182,scaling_mechanism_setting_006,road,direct,down,surface_c,reverse,-0.6874999701976776,0.4406250059604644,0.6718749701976776,0.1093749552965164,0.2656249850988388,-0.0078125,-0.0156249701976776,-0.0312499701976776,-0.0625000149011612,0.1640624850988388
scaling_variant_0183,scaling_mechanism_setting_006,road,direct,down,surface_d,forward,-0.4843749403953552,0.324999976158142,0.4999999403953552,0.0234375,0.0624999701976776,-2.9802322387695312e-08,0.0234375298023223,-0.0546875,-0.0390625,0.0859375
scaling_variant_0184,scaling_mechanism_setting_006,road,direct,down,surface_d,reverse,0.15625,0.3968750119209289,0.6093750298023224,0.0625,0.1328125,0.0,-0.0390625,-0.0625,-0.0390625,0.109375
scaling_variant_0185,scaling_mechanism_setting_006,road,inverse,up,surface_c,forward,-0.6875000596046448,-0.9187499940395356,-0.4999999403953552,-0.1093750149011612,-0.5781250074505806,-0.0468750447034835,-0.0624999701976776,0.0234374701976776,0.0703124850988388,-0.0625
scaling_variant_0186,scaling_mechanism_setting_006,road,inverse,up,surface_c,reverse,2.734374910593033,-0.7375000722706317,-0.6406250223517418,-0.3906249534338712,-0.2499999906867742,-0.1093749497085809,0.0624999813735485,0.1874999888241291,0.2499999850988388,-0.1562500447034835
scaling_variant_0187,scaling_mechanism_setting_006,road,inverse,up,surface_d,forward,-2.421874910593033,-0.1406250059604644,-1.2665987014770508e-07,0.0156249552965164,-0.4609375521540642,0.0156249478459358,-0.0937499478459358,0.0312499850988388,0.0390625596046447,-0.1718750745058059
scaling_variant_0188,scaling_mechanism_setting_006,road,inverse,up,surface_d,reverse,-1.3124999403953552,-0.2906250059604645,-0.1406250894069671,-0.0234375149011611,-0.3750000298023224,0.0156249701976776,0.0312499850988388,0.0781250596046447,0.0781249925494194,-0.1718750074505806
scaling_variant_0189,scaling_mechanism_setting_006,road,inverse,down,surface_c,forward,-4.515624889172614,0.6843750217929483,0.6718747867271304,0.187499810475856,-0.2578123402781784,0.0859374240972101,0.031249854248017,-0.1328126126900315,-0.2109376536682248,0.0312499641440808
scaling_variant_0190,scaling_mechanism_setting_006,road,inverse,down,surface_c,reverse,-5.234375033527613,0.5250000556930899,0.5156250428408384,0.1875000223517418,-0.312500154832378,0.0390624513383954,0.0390623887069523,-0.093750150874257,-0.2265625791624188,0.0703124944120645
scaling_variant_0191,scaling_mechanism_setting_006,road,inverse,down,surface_d,forward,-0.7500000298023224,0.8374999821186064,0.6406250298023224,0.109375,0.0234374552965164,0.0156250298023223,-0.0078125149011611,-0.0703125298023223,-0.0937499850988388,0.0546875
scaling_variant_0192,scaling_mechanism_setting_006,road,inverse,down,surface_d,reverse,-1.5468750447034836,0.7812500000000001,0.6875000149011612,0.1406249925494194,0.0468749850988388,0.0078125372529029,-0.0390624925494194,-0.062499962747097,-0.0859374701976776,0.0781249850988388
scaling_variant_0193,scaling_mechanism_setting_007,gdp,direct,up,surface_c,forward,-5.796874970197678,0.0593750447034835,0.0625000558793544,-0.1640624832361936,0.5234376266598701,-0.0312499925494194,-0.0390626545995473,0.2812499850988388,0.2578123994171619,-0.0937500484287738
scaling_variant_0194,scaling_mechanism_setting_007,gdp,direct,up,surface_c,reverse,-5.6093752002343535,0.0249999314546585,3.082677721977234e-07,-0.1796874953433871,0.3515624920837581,-0.0234373901039361,-0.1015624697320163,0.1406250861473381,0.1953126490116119,-0.1406251415610313
scaling_variant_0195,scaling_mechanism_setting_007,gdp,direct,up,surface_d,forward,-5.062499821186066,-0.2656248852610588,-0.3281251732259989,-0.1015625852160155,0.570312516996637,-0.0546874231658875,-0.0312501955777406,0.1953125149011612,0.1875001066364348,-0.0625000898726284
scaling_variant_0196,scaling_mechanism_setting_007,gdp,direct,up,surface_d,reverse,-4.921875042840838,-0.2906250232830644,-0.375000050291419,-0.0703125656582415,0.4765624587889761,-0.0468749348074197,-0.0703124632127583,0.1093748202547431,0.1640623765997588,-0.1562498386483639
scaling_variant_0197,scaling_mechanism_setting_007,gdp,direct,down,surface_c,forward,-2.1406251043081284,0.2718750357627868,0.4843751192092895,0.0312499850988388,0.4843750670552254,-0.0390625894069671,0.054687425494194,1.4901161193847656e-08,-0.0937500745058059,0.140624962747097
scaling_variant_0198,scaling_mechanism_setting_007,gdp,direct,down,surface_c,reverse,-1.3281249403953552,0.3812499880790709,0.5937498807907104,0.1015625447034835,0.5390624776482582,-0.0390625,-0.0703125298023223,-0.03125,-0.1484375149011612,0.1562499850988388
scaling_variant_0199,scaling_mechanism_setting_007,gdp,direct,down,surface_d,forward,0.1875,0.5468749880790711,0.7499999701976776,0.0234375,0.0546875,0.0078125,-0.0078125,-0.0625,-0.0625,0.0625
scaling_variant_0200,scaling_mechanism_setting_007,gdp,direct,down,surface_d,reverse,1.0312500298023224,0.6281250119209288,0.7656249552965164,0.0781249403953552,0.1015625149011612,-4.4703483581542975e-08,-0.0781249552965164,-0.0703125,-0.0781249850988388,0.0859375298023223
scaling_variant_0201,scaling_mechanism_setting_007,gdp,inverse,up,surface_c,forward,-1.4531250149011612,-0.9281249612569809,-0.4843748807907104,-0.1015624701976776,-0.9218749701976776,-0.0390625223517417,-0.0390625223517417,-0.0156250149011611,0.1328124478459358,-0.0390624776482582
scaling_variant_0202,scaling_mechanism_setting_007,gdp,inverse,up,surface_c,reverse,2.937499947845936,-0.709374961256981,-0.6562498733401299,-0.4218750726431608,-0.4843750093132257,-0.1328125,0.1015624497085809,0.1874999813735485,0.3203125353902578,-0.1640624217689037
scaling_variant_0203,scaling_mechanism_setting_007,gdp,inverse,up,surface_d,forward,-1.8281249850988388,-0.0593750208616256,0.0468749403953552,0.0234375372529029,-0.3593749962747097,-0.007812462747097,-0.0468749776482582,0.0468749478459358,0.0390624776482582,-0.1640625223517418
scaling_variant_0204,scaling_mechanism_setting_007,gdp,inverse,up,surface_d,reverse,-0.484375,-0.2468749940395355,-0.125,-0.015625,-0.2500000149011612,-0.03125,0.0625000149011612,0.0859375,0.09375,-0.1406250298023224
scaling_variant_0205,scaling_mechanism_setting_007,gdp,inverse,down,surface_c,forward,-4.828124957159162,0.6718749524094163,0.6562497299164534,0.1406249529682099,-0.2031248561106622,0.0546875866129994,0.0234374683350324,-0.1562499259598553,-0.2187499201390892,0.0156248407438397
scaling_variant_0206,scaling_mechanism_setting_007,gdp,inverse,down,surface_c,reverse,-5.40624984819442,0.5656249923631549,0.5625000316649675,0.1796873526182025,-0.2734376452863216,0.0078126285225152,0.0468752013985067,-0.101562509778887,-0.2265626909211278,0.0781250041909515
scaling_variant_0207,scaling_mechanism_setting_007,gdp,inverse,down,surface_d,forward,-2.859374895691872,0.7625000230967999,0.703125,0.1093749664723873,-0.1953125912696123,0.0156250521540641,-0.0156249962747097,-0.1015624981373548,-0.1796874031424522,0.0234374850988388
scaling_variant_0208,scaling_mechanism_setting_007,gdp,inverse,down,surface_d,reverse,-3.062499932944774,0.6031249426305294,0.5468748211860657,0.1015624403953552,-0.0937500223517417,2.2351741790771484e-08,-0.0078125670552253,-0.0624999776482582,-0.1484375931322574,0.0703124701976776
scaling_variant_0209,scaling_mechanism_setting_007,road,direct,up,surface_c,forward,-2.656249925494194,0.4062499552965165,0.3906248062849045,-0.1171875819563865,0.4062499403953552,-0.0390624701976776,-0.0625000596046447,0.265624962747097,0.1328124850988388,-0.0390625
scaling_variant_0210,scaling_mechanism_setting_007,road,direct,up,surface_c,reverse,-4.031249830499291,0.093749950453639,0.0781248714774847,-0.148437469266355,0.289062556810677,-0.0390625381842255,-0.0859376294538378,0.1484373854473233,0.1640625400468707,-0.1093750912696123
scaling_variant_0211,scaling_mechanism_setting_007,road,direct,up,surface_d,forward,-0.59375,0.2187499940395354,0.15625,-0.0078125596046447,0.2031249701976776,0.0078125596046447,-0.0468749850988388,0.0781249701976776,0.046875,-0.0937499701976776
scaling_variant_0212,scaling_mechanism_setting_007,road,direct,up,surface_d,reverse,-1.3906250447034836,0.0687500119209289,-0.031249925494194,-0.0078125223517417,0.140624962747097,-0.0078124478459358,-0.0312500074505806,0.0703125074505806,0.0390625298023223,-0.1328125
