generation_id,prompt_condition,row_number,fictional_city,population,total_road_length,gdp
distribution_baseline_031,Baseline prompt,8,Willowbrook,125876.0,477.0,3600000000.0
distribution_baseline_031,Baseline prompt,9,Ridgewood,176542.0,522.0,4200000000.0
distribution_baseline_031,Baseline prompt,10,Woodland,187654.0,484.0,4400000000.0
distribution_baseline_031,Baseline prompt,11,Oakwood,293461.0,768.0,9100000000.0
distribution_baseline_031,Baseline prompt,12,Mapleton,134678.0,398.0,3400000000.0
distribution_baseline_031,Baseline prompt,13,Sunnyvale,267421.0,715.0,8300000000.0
distribution_baseline_031,Baseline prompt,14,Hillsdale,192367.0,599.0,4700000000.0
distribution_baseline_031,Baseline prompt,15,Crestwood,356213.0,892.0,11900000000.0
distribution_baseline_031,Baseline prompt,16,Riverdale,142365.0,412.0,2900000000.0
distribution_baseline_031,Baseline prompt,17,Meadowview,176548.0,561.0,4100000000.0
distribution_baseline_031,Baseline prompt,18,Parkville,193476.0,488.0,4600000000.0
distribution_baseline_031,Baseline prompt,19,Lakeshore,258674.0,698.0,7700000000.0
distribution_baseline_031,Baseline prompt,20,Pinehurst,145372.0,432.0,3200000000.0
distribution_baseline_031,Baseline prompt,21,Rosewood,172431.0,512.0,4000000000.0
distribution_baseline_031,Baseline prompt,22,Elmwood,264739.0,701.0,8200000000.0
distribution_baseline_031,Baseline prompt,23,Summerville,147521.0,387.0,3100000000.0
distribution_baseline_031,Baseline prompt,24,Flowerdale,193672.0,551.0,4500000000.0
distribution_baseline_031,Baseline prompt,25,Westwood,269874.0,739.0,8700000000.0
distribution_baseline_031,Baseline prompt,26,Eastvale,125743.0,421.0,3600000000.0
distribution_baseline_031,Baseline prompt,27,Northpoint,184563.0,504.0,4400000000.0
distribution_baseline_031,Baseline prompt,28,Southgate,278435.0,762.0,9000000000.0
distribution_baseline_031,Baseline prompt,29,Kingsdale,149762.0,365.0,3300000000.0
distribution_baseline_031,Baseline prompt,30,Queensborough,192437.0,543.0,4700000000.0
distribution_baseline_031,Baseline prompt,31,Brighton,287543.0,726.0,8800000000.0
distribution_baseline_031,Baseline prompt,32,Ashland,116573.0,412.0,2500000000.0
distribution_baseline_031,Baseline prompt,33,Berryville,165437.0,497.0,4000000000.0
distribution_baseline_031,Baseline prompt,34,Creekwood,272431.0,705.0,8700000000.0
distribution_baseline_031,Baseline prompt,35,Harrison,126742.0,381.0,3200000000.0
distribution_baseline_031,Baseline prompt,36,Georgetown,193571.0,599.0,4600000000.0
distribution_baseline_031,Baseline prompt,37,Portland,364128.0,871.0,11500000000.0
distribution_baseline_031,Baseline prompt,38,Bridgeport,218573.0,647.0,5600000000.0
distribution_baseline_031,Baseline prompt,39,Rockford,143652.0,398.0,3100000000.0
distribution_baseline_031,Baseline prompt,40,Claxton,198764.0,585.0,4800000000.0
distribution_baseline_031,Baseline prompt,41,Grandview,283751.0,734.0,8900000000.0
distribution_baseline_031,Baseline prompt,42,Edgewater,125673.0,424.0,3500000000.0
distribution_baseline_031,Baseline prompt,43,Lexington,174683.0,511.0,4200000000.0
distribution_baseline_031,Baseline prompt,44,Centerville,294713.0,789.0,9300000000.0
distribution_baseline_031,Baseline prompt,45,Kensington,153617.0,428.0,3400000000.0
distribution_baseline_031,Baseline prompt,46,Clearview,189472.0,589.0,4600000000.0
distribution_baseline_031,Baseline prompt,47,Fairhaven,248931.0,681.0,7500000000.0
distribution_baseline_031,Baseline prompt,48,Mountaintop,153412.0,395.0,3300000000.0
distribution_baseline_031,Baseline prompt,49,Silverlake,196325.0,563.0,4700000000.0
distribution_baseline_031,Baseline prompt,50,Brookhaven,286742.0,731.0,8900000000.0
distribution_baseline_031,Baseline prompt,51,Riverbend,125841.0,368.0,3100000000.0
distribution_baseline_031,Baseline prompt,52,Birchwood,167542.0,504.0,4100000000.0
distribution_baseline_031,Baseline prompt,53,Crystal Bay,273815.0,711.0,8700000000.0
distribution_baseline_031,Baseline prompt,54,Ashbury,139476.0,399.0,3200000000.0
distribution_baseline_031,Baseline prompt,55,Bridgetown,195624.0,532.0,4500000000.0
distribution_baseline_031,Baseline prompt,56,Havenwood,362415.0,860.0,11200000000.0
distribution_baseline_031,Baseline prompt,57,Eagleton,217492.0,639.0,5400000000.0
distribution_baseline_031,Baseline prompt,58,Lincoln,148352.0,378.0,3100000000.0
distribution_baseline_031,Baseline prompt,59,Jefferson,187648.0,511.0,4400000000.0
distribution_baseline_031,Baseline prompt,60,Rainwood,284621.0,742.0,8900000000.0
distribution_baseline_031,Baseline prompt,61,Bridgeway,126487.0,402.0,3300000000.0
distribution_baseline_031,Baseline prompt,62,Clayton,176842.0,515.0,4200000000.0
distribution_baseline_031,Baseline prompt,63,Waverly,291753.0,792.0,9200000000.0
distribution_baseline_031,Baseline prompt,64,Cambridge,145762.0,437.0,3100000000.0
distribution_baseline_031,Baseline prompt,65,Highland,198347.0,573.0,4800000000.0
distribution_baseline_031,Baseline prompt,66,Oakland,289764.0,723.0,8900000000.0
distribution_baseline_031,Baseline prompt,67,Forestville,128653.0,380.0,3400000000.0
distribution_baseline_031,Baseline prompt,68,Meadowbrook,174529.0,501.0,4100000000.0
distribution_baseline_031,Baseline prompt,69,Hillcrest,263852.0,678.0,8200000000.0
distribution_baseline_031,Baseline prompt,70,Sunrise,183476.0,568.0,4600000000.0
distribution_baseline_031,Baseline prompt,71,Bloomfield,256748.0,693.0,7500000000.0
distribution_baseline_031,Baseline prompt,72,Bluebell,142751.0,397.0,3300000000.0
distribution_baseline_031,Baseline prompt,73,Watertown,194682.0,538.0,4700000000.0
distribution_baseline_031,Baseline prompt,74,Loveland,361542.0,869.0,11200000000.0
distribution_baseline_031,Baseline prompt,75,Aurora,218972.0,649.0,5400000000.0
distribution_baseline_031,Baseline prompt,76,Woodfield,148976.0,386.0,3200000000.0
distribution_baseline_031,Baseline prompt,77,Granite City,188697.0,518.0,4500000000.0
distribution_baseline_031,Baseline prompt,78,Roseville,288651.0,712.0,8900000000.0
distribution_baseline_031,Baseline prompt,79,Fayetteville,135472.0,432.0,3400000000.0
distribution_baseline_031,Baseline prompt,80,Hamilton,167853.0,507.0,4100000000.0
distribution_baseline_031,Baseline prompt,81,Cedarwood,293487.0,795.0,9300000000.0
distribution_baseline_031,Baseline prompt,82,Hudson,152867.0,428.0,3300000000.0
distribution_baseline_031,Baseline prompt,83,Kingsport,194376.0,582.0,4600000000.0
distribution_baseline_031,Baseline prompt,84,Montgomery,267823.0,725.0,8200000000.0
distribution_baseline_031,Baseline prompt,85,Evergreen,185247.0,574.0,4700000000.0
distribution_baseline_031,Baseline prompt,86,Winchester,257842.0,687.0,7600000000.0
distribution_baseline_031,Baseline prompt,87,Palmwood,143782.0,392.0,3200000000.0
distribution_baseline_031,Baseline prompt,88,Seaview,195482.0,542.0,4500000000.0
distribution_baseline_031,Baseline prompt,89,Silverton,362417.0,864.0,11400000000.0
distribution_baseline_031,Baseline prompt,90,Ironwood,214765.0,639.0,5400000000.0
distribution_baseline_031,Baseline prompt,91,Hillwood,149837.0,398.0,3300000000.0
distribution_baseline_032,Baseline prompt,1,City001,520000.0,1500.0,25000000000.0
distribution_baseline_032,Baseline prompt,2,City002,860000.0,2300.0,40000000000.0
distribution_baseline_032,Baseline prompt,3,City003,430000.0,1200.0,18000000000.0
distribution_baseline_032,Baseline prompt,4,City004,710000.0,2000.0,35000000000.0
distribution_baseline_032,Baseline prompt,5,City005,540000.0,1600.0,28000000000.0
distribution_baseline_032,Baseline prompt,6,City006,670000.0,1900.0,31000000000.0
distribution_baseline_032,Baseline prompt,7,City007,950000.0,2700.0,47000000000.0
distribution_baseline_032,Baseline prompt,8,City008,590000.0,1700.0,29000000000.0
distribution_baseline_032,Baseline prompt,9,City009,820000.0,2200.0,38000000000.0
distribution_baseline_032,Baseline prompt,10,City010,470000.0,1400.0,20000000000.0
distribution_baseline_032,Baseline prompt,11,City011,760000.0,2100.0,36000000000.0
distribution_baseline_032,Baseline prompt,12,City012,520000.0,1500.0,25000000000.0
distribution_baseline_032,Baseline prompt,13,City013,880000.0,2400.0,41000000000.0
distribution_baseline_032,Baseline prompt,14,City014,420000.0,1100.0,17000000000.0
distribution_baseline_032,Baseline prompt,15,City015,790000.0,2150.0,34000000000.0
distribution_baseline_032,Baseline prompt,16,City016,510000.0,1450.0,23000000000.0
distribution_baseline_032,Baseline prompt,17,City017,630000.0,1850.0,30000000000.0
distribution_baseline_032,Baseline prompt,18,City018,910000.0,2600.0,45000000000.0
distribution_baseline_032,Baseline prompt,19,City019,560000.0,1600.0,27500000000.0
distribution_baseline_032,Baseline prompt,20,City020,840000.0,2250.0,38500000000.0
distribution_baseline_032,Baseline prompt,21,City021,490000.0,1350.0,19500000000.0
distribution_baseline_032,Baseline prompt,22,City022,710000.0,2050.0,33000000000.0
distribution_baseline_032,Baseline prompt,23,City023,580000.0,1550.0,27000000000.0
distribution_baseline_032,Baseline prompt,24,City024,830000.0,2190.0,39000000000.0
distribution_baseline_032,Baseline prompt,25,City025,450000.0,1200.0,18000000000.0
distribution_baseline_032,Baseline prompt,26,City026,670000.0,1900.0,31000000000.0
distribution_baseline_032,Baseline prompt,27,City027,940000.0,2700.0,47000000000.0
distribution_baseline_032,Baseline prompt,28,City028,590000.0,1700.0,29000000000.0
distribution_baseline_032,Baseline prompt,29,City029,820000.0,2200.0,38000000000.0
distribution_baseline_032,Baseline prompt,30,City030,470000.0,1400.0,20000000000.0
distribution_baseline_032,Baseline prompt,31,City031,760000.0,2100.0,36000000000.0
distribution_baseline_032,Baseline prompt,32,City032,530000.0,1550.0,25000000000.0
distribution_baseline_032,Baseline prompt,33,City033,860000.0,2300.0,40000000000.0
distribution_baseline_032,Baseline prompt,34,City034,450000.0,1200.0,17800000000.0
distribution_baseline_032,Baseline prompt,35,City035,790000.0,2150.0,34000000000.0
distribution_baseline_032,Baseline prompt,36,City036,510000.0,1450.0,23000000000.0
distribution_baseline_032,Baseline prompt,37,City037,630000.0,1850.0,30000000000.0
distribution_baseline_032,Baseline prompt,38,City038,910000.0,2600.0,45000000000.0
distribution_baseline_032,Baseline prompt,39,City039,560000.0,1600.0,27500000000.0
distribution_baseline_032,Baseline prompt,40,City040,840000.0,2250.0,38500000000.0
distribution_baseline_032,Baseline prompt,41,City041,490000.0,1350.0,19500000000.0
distribution_baseline_032,Baseline prompt,42,City042,710000.0,2050.0,33000000000.0
distribution_baseline_032,Baseline prompt,43,City043,580000.0,1550.0,27000000000.0
distribution_baseline_032,Baseline prompt,44,City044,830000.0,2190.0,39000000000.0
distribution_baseline_032,Baseline prompt,45,City045,450000.0,1200.0,18000000000.0
distribution_baseline_032,Baseline prompt,46,City046,670000.0,1920.0,31500000000.0
distribution_baseline_032,Baseline prompt,47,City047,940000.0,2750.0,48000000000.0
distribution_baseline_032,Baseline prompt,48,City048,590000.0,1725.0,29500000000.0
distribution_baseline_032,Baseline prompt,49,City049,820000.0,2230.0,38500000000.0
distribution_baseline_032,Baseline prompt,50,City050,480000.0,1420.0,21000000000.0
distribution_baseline_032,Baseline prompt,51,City051,760000.0,2120.0,36500000000.0
distribution_baseline_032,Baseline prompt,52,City052,530000.0,1575.0,26000000000.0
distribution_baseline_032,Baseline prompt,53,City053,870000.0,2350.0,41000000000.0
distribution_baseline_032,Baseline prompt,54,City054,440000.0,1190.0,17500000000.0
distribution_baseline_032,Baseline prompt,55,City055,780000.0,2180.0,34500000000.0
distribution_baseline_032,Baseline prompt,56,City056,505000.0,1430.0,23500000000.0
distribution_baseline_032,Baseline prompt,57,City057,620000.0,1830.0,29500000000.0
distribution_baseline_032,Baseline prompt,58,City058,920000.0,2650.0,45500000000.0
distribution_baseline_032,Baseline prompt,59,City059,565000.0,1630.0,28000000000.0
distribution_baseline_032,Baseline prompt,60,City060,845000.0,2280.0,39000000000.0
distribution_baseline_032,Baseline prompt,61,City061,495000.0,1385.0,20500000000.0
distribution_baseline_032,Baseline prompt,62,City062,705000.0,2080.0,33500000000.0
distribution_baseline_032,Baseline prompt,63,City063,585000.0,1565.0,27500000000.0
distribution_baseline_032,Baseline prompt,64,City064,835000.0,2205.0,39500000000.0
distribution_baseline_032,Baseline prompt,65,City065,445000.0,1215.0,18500000000.0
distribution_baseline_032,Baseline prompt,66,City066,675000.0,1945.0,32000000000.0
distribution_baseline_032,Baseline prompt,67,City067,945000.0,2785.0,48500000000.0
distribution_baseline_032,Baseline prompt,68,City068,600000.0,1750.0,30000000000.0
distribution_baseline_032,Baseline prompt,69,City069,825000.0,2250.0,39000000000.0
distribution_baseline_032,Baseline prompt,70,City070,475000.0,1410.0,20500000000.0
distribution_baseline_032,Baseline prompt,71,City071,765000.0,2160.0,37000000000.0
distribution_baseline_032,Baseline prompt,72,City072,535000.0,1580.0,26000000000.0
distribution_baseline_032,Baseline prompt,73,City073,875000.0,2360.0,41500000000.0
distribution_baseline_032,Baseline prompt,74,City074,460000.0,1230.0,18000000000.0
distribution_baseline_032,Baseline prompt,75,City075,800000.0,2200.0,35000000000.0
distribution_baseline_032,Baseline prompt,76,City076,515000.0,1495.0,24000000000.0
distribution_baseline_032,Baseline prompt,77,City077,640000.0,1880.0,31000000000.0
distribution_baseline_032,Baseline prompt,78,City078,930000.0,2680.0,46000000000.0
distribution_baseline_032,Baseline prompt,79,City079,570000.0,1650.0,28500000000.0
distribution_baseline_032,Baseline prompt,80,City080,850000.0,2300.0,40000000000.0
distribution_baseline_032,Baseline prompt,81,City081,490000.0,1375.0,21500000000.0
distribution_baseline_032,Baseline prompt,82,City082,725000.0,2100.0,34000000000.0
distribution_baseline_032,Baseline prompt,83,City083,595000.0,1610.0,28000000000.0
distribution_baseline_032,Baseline prompt,84,City084,820000.0,2220.0,39000000000.0
distribution_baseline_032,Baseline prompt,85,City085,465000.0,1250.0,19000000000.0
distribution_baseline_032,Baseline prompt,86,City086,680000.0,1965.0,32500000000.0
distribution_baseline_032,Baseline prompt,87,City087,950000.0,2800.0,49000000000.0
distribution_baseline_032,Baseline prompt,88,City088,610000.0,1775.0,30500000000.0
distribution_baseline_032,Baseline prompt,89,City089,835000.0,2260.0,39500000000.0
distribution_baseline_032,Baseline prompt,90,City090,485000.0,1395.0,21000000000.0
distribution_baseline_032,Baseline prompt,91,City091,770000.0,2180.0,37500000000.0
distribution_baseline_032,Baseline prompt,92,City092,545000.0,1600.0,27000000000.0
distribution_baseline_032,Baseline prompt,93,City093,880000.0,2400.0,42000000000.0
distribution_baseline_032,Baseline prompt,94,City094,455000.0,1225.0,18500000000.0
distribution_baseline_032,Baseline prompt,95,City095,810000.0,2225.0,35500000000.0
distribution_baseline_032,Baseline prompt,96,City096,525000.0,1505.0,24500000000.0
distribution_baseline_032,Baseline prompt,97,City097,650000.0,1900.0,31500000000.0
distribution_baseline_032,Baseline prompt,98,City098,940000.0,2720.0,47000000000.0
distribution_baseline_032,Baseline prompt,99,City099,575000.0,1675.0,29000000000.0
distribution_baseline_032,Baseline prompt,100,City100,860000.0,2335.0,41000000000.0
distribution_baseline_033,Baseline prompt,1,CityName1,234567.0,1234.0,56789000.0
distribution_baseline_033,Baseline prompt,2,CityName2,345678.0,1450.0,67890000.0
distribution_baseline_033,Baseline prompt,3,CityName3,456789.0,1678.0,78901200.0
distribution_baseline_033,Baseline prompt,4,CityName4,567890.0,1890.0,89012300.0
distribution_baseline_033,Baseline prompt,5,CityName5,123456.0,980.0,24567800.0
distribution_baseline_033,Baseline prompt,6,CityName6,234678.0,1230.0,56789000.0
distribution_baseline_033,Baseline prompt,7,CityName7,345890.0,1489.0,67890100.0
distribution_baseline_033,Baseline prompt,8,CityName8,456123.0,1695.0,78901200.0
distribution_baseline_033,Baseline prompt,9,CityName9,567234.0,1980.0,89012300.0
distribution_baseline_033,Baseline prompt,10,CityName10,123789.0,945.0,23456700.0
distribution_baseline_033,Baseline prompt,11,CityName11,234890.0,1380.0,56789000.0
distribution_baseline_033,Baseline prompt,12,CityName12,345123.0,1470.0,67890100.0
distribution_baseline_033,Baseline prompt,13,CityName13,456234.0,1675.0,78901200.0
distribution_baseline_033,Baseline prompt,14,CityName14,567345.0,1890.0,89012300.0
distribution_baseline_033,Baseline prompt,15,CityName15,123890.0,915.0,23456700.0
distribution_baseline_033,Baseline prompt,16,CityName16,234345.0,1275.0,56789000.0
distribution_baseline_033,Baseline prompt,17,CityName17,345456.0,1458.0,67890100.0
distribution_baseline_033,Baseline prompt,18,CityName18,456567.0,1670.0,78901200.0
distribution_baseline_033,Baseline prompt,19,CityName19,567678.0,1875.0,89012300.0
distribution_baseline_033,Baseline prompt,20,CityName20,123567.0,950.0,23456700.0
distribution_baseline_033,Baseline prompt,21,CityName21,234890.0,1235.0,56789000.0
distribution_baseline_033,Baseline prompt,22,CityName22,345678.0,1450.0,67890100.0
distribution_baseline_033,Baseline prompt,23,CityName23,456789.0,1675.0,78901200.0
distribution_baseline_033,Baseline prompt,24,CityName24,567890.0,1895.0,89012300.0
distribution_baseline_033,Baseline prompt,25,CityName25,123456.0,825.0,23456700.0
distribution_baseline_033,Baseline prompt,26,CityName26,234567.0,1289.0,56789000.0
distribution_baseline_033,Baseline prompt,27,CityName27,345678.0,1450.0,67890100.0
distribution_baseline_033,Baseline prompt,28,CityName28,456789.0,1670.0,78901200.0
distribution_baseline_033,Baseline prompt,29,CityName29,567890.0,1890.0,89012300.0
distribution_baseline_033,Baseline prompt,30,CityName30,123456.0,945.0,23456700.0
distribution_baseline_033,Baseline prompt,31,CityName31,234678.0,1236.0,56789000.0
distribution_baseline_033,Baseline prompt,32,CityName32,345789.0,1480.0,67890100.0
distribution_baseline_033,Baseline prompt,33,CityName33,456890.0,1689.0,78901200.0
distribution_baseline_033,Baseline prompt,34,CityName34,567123.0,1900.0,89012300.0
distribution_baseline_033,Baseline prompt,35,CityName35,123789.0,825.0,23456700.0
distribution_baseline_033,Baseline prompt,36,CityName36,234890.0,1275.0,56789000.0
distribution_baseline_033,Baseline prompt,37,CityName37,345123.0,1450.0,67890100.0
distribution_baseline_033,Baseline prompt,38,CityName38,456234.0,1675.0,78901200.0
distribution_baseline_033,Baseline prompt,39,CityName39,567345.0,1899.0,89012300.0
distribution_baseline_033,Baseline prompt,40,CityName40,123890.0,985.0,23456700.0
distribution_baseline_033,Baseline prompt,41,CityName41,234456.0,1285.0,56789000.0
distribution_baseline_033,Baseline prompt,42,CityName42,345567.0,1490.0,67890100.0
distribution_baseline_033,Baseline prompt,43,CityName43,456678.0,1699.0,78901200.0
distribution_baseline_033,Baseline prompt,44,CityName44,567789.0,1905.0,89012300.0
distribution_baseline_033,Baseline prompt,45,CityName45,123567.0,915.0,23456700.0
distribution_baseline_033,Baseline prompt,46,CityName46,234890.0,1239.0,56789000.0
distribution_baseline_033,Baseline prompt,47,CityName47,345678.0,1459.0,67890100.0
distribution_baseline_033,Baseline prompt,48,CityName48,456789.0,1690.0,78901200.0
distribution_baseline_033,Baseline prompt,49,CityName49,567890.0,1906.0,89012300.0
distribution_baseline_033,Baseline prompt,50,CityName50,123456.0,945.0,23456700.0
distribution_baseline_033,Baseline prompt,51,CityName51,234567.0,1231.0,56789000.0
distribution_baseline_033,Baseline prompt,52,CityName52,345678.0,1450.0,67890100.0
distribution_baseline_033,Baseline prompt,53,CityName53,456789.0,1675.0,78901200.0
distribution_baseline_033,Baseline prompt,54,CityName54,567890.0,1898.0,89012300.0
distribution_baseline_033,Baseline prompt,55,CityName55,123456.0,815.0,23456700.0
distribution_baseline_033,Baseline prompt,56,CityName56,234567.0,1289.0,56789000.0
distribution_baseline_033,Baseline prompt,57,CityName57,345678.0,1490.0,67890100.0
distribution_baseline_033,Baseline prompt,58,CityName58,456789.0,1690.0,78901200.0
distribution_baseline_033,Baseline prompt,59,CityName59,567890.0,1905.0,89012300.0
distribution_baseline_033,Baseline prompt,60,CityName60,123456.0,895.0,23456700.0
distribution_baseline_033,Baseline prompt,61,CityName61,234678.0,1234.0,56789000.0
distribution_baseline_033,Baseline prompt,62,CityName62,345789.0,1456.0,67890100.0
distribution_baseline_033,Baseline prompt,63,CityName63,456890.0,1678.0,78901200.0
distribution_baseline_033,Baseline prompt,64,CityName64,567123.0,1900.0,89012300.0
distribution_baseline_033,Baseline prompt,65,CityName65,123789.0,935.0,23456700.0
distribution_baseline_033,Baseline prompt,66,CityName66,234890.0,1280.0,56789000.0
distribution_baseline_033,Baseline prompt,67,CityName67,345123.0,1470.0,67890100.0
distribution_baseline_033,Baseline prompt,68,CityName68,456234.0,1675.0,78901200.0
distribution_baseline_033,Baseline prompt,69,CityName69,567345.0,1894.0,89012300.0
distribution_baseline_033,Baseline prompt,70,CityName70,123890.0,985.0,23456700.0
distribution_baseline_033,Baseline prompt,71,CityName71,234456.0,1287.0,56789000.0
distribution_baseline_033,Baseline prompt,72,CityName72,345567.0,1490.0,67890100.0
distribution_baseline_033,Baseline prompt,73,CityName73,456678.0,1679.0,78901200.0
distribution_baseline_033,Baseline prompt,74,CityName74,567789.0,1902.0,89012300.0
distribution_baseline_033,Baseline prompt,75,CityName75,123567.0,920.0,23456700.0
distribution_baseline_033,Baseline prompt,76,CityName76,234890.0,1200.0,56789000.0
distribution_baseline_033,Baseline prompt,77,CityName77,345678.0,1455.0,67890100.0
distribution_baseline_033,Baseline prompt,78,CityName78,456789.0,1690.0,78901200.0
distribution_baseline_033,Baseline prompt,79,CityName79,567890.0,1899.0,89012300.0
distribution_baseline_033,Baseline prompt,80,CityName80,123456.0,970.0,23456700.0
distribution_baseline_033,Baseline prompt,81,CityName81,234678.0,1236.0,56789000.0
distribution_baseline_033,Baseline prompt,82,CityName82,345789.0,1468.0,67890100.0
distribution_baseline_033,Baseline prompt,83,CityName83,456890.0,1679.0,78901200.0
distribution_baseline_033,Baseline prompt,84,CityName84,567123.0,1901.0,89012300.0
distribution_baseline_033,Baseline prompt,85,CityName85,123789.0,922.0,23456700.0
distribution_baseline_033,Baseline prompt,86,CityName86,234890.0,1240.0,56789000.0
distribution_baseline_033,Baseline prompt,87,CityName87,345123.0,1458.0,67890100.0
distribution_baseline_033,Baseline prompt,88,CityName88,456234.0,1695.0,78901200.0
distribution_baseline_033,Baseline prompt,89,CityName89,567345.0,1895.0,89012300.0
distribution_baseline_033,Baseline prompt,90,CityName90,123890.0,952.0,23456700.0
distribution_baseline_033,Baseline prompt,91,CityName91,234456.0,1300.0,56789000.0
distribution_baseline_033,Baseline prompt,92,CityName92,345567.0,1500.0,67890100.0
distribution_baseline_033,Baseline prompt,93,CityName93,456678.0,1689.0,78901200.0
distribution_baseline_033,Baseline prompt,94,CityName94,567789.0,1905.0,89012300.0
distribution_baseline_033,Baseline prompt,95,CityName95,123567.0,982.0,23456700.0
distribution_baseline_033,Baseline prompt,96,CityName96,234890.0,1205.0,56789000.0
distribution_baseline_033,Baseline prompt,97,CityName97,345678.0,1459.0,67890100.0
distribution_baseline_033,Baseline prompt,98,CityName98,456789.0,1698.0,78901200.0
distribution_baseline_033,Baseline prompt,99,CityName99,567890.0,1907.0,89012300.0
distribution_baseline_033,Baseline prompt,100,CityName100,123456.0,901.0,23456700.0
distribution_baseline_034,Baseline prompt,1,City1,526000.0,320.0,1500000000.0
distribution_baseline_034,Baseline prompt,2,City2,810000.0,450.0,2300000000.0
distribution_baseline_034,Baseline prompt,3,City3,1040000.0,610.0,3400000000.0
distribution_baseline_034,Baseline prompt,4,City4,670000.0,380.0,1800000000.0
distribution_baseline_034,Baseline prompt,5,City5,930000.0,500.0,2750000000.0
distribution_baseline_034,Baseline prompt,6,City6,1200000.0,700.0,3800000000.0
distribution_baseline_034,Baseline prompt,7,City7,490000.0,290.0,1250000000.0
distribution_baseline_034,Baseline prompt,8,City8,760000.0,440.0,2150000000.0
distribution_baseline_034,Baseline prompt,9,City9,1340000.0,810.0,4100000000.0
distribution_baseline_034,Baseline prompt,10,City10,890000.0,510.0,2950000000.0
distribution_baseline_034,Baseline prompt,11,City11,520000.0,320.0,1550000000.0
distribution_baseline_034,Baseline prompt,12,City12,780000.0,460.0,2250000000.0
distribution_baseline_034,Baseline prompt,13,City13,1180000.0,690.0,3750000000.0
distribution_baseline_034,Baseline prompt,14,City14,640000.0,360.0,1720000000.0
distribution_baseline_034,Baseline prompt,15,City15,960000.0,520.0,2850000000.0
distribution_baseline_034,Baseline prompt,16,City16,1050000.0,630.0,3400000000.0
distribution_baseline_034,Baseline prompt,17,City17,580000.0,330.0,1600000000.0
distribution_baseline_034,Baseline prompt,18,City18,830000.0,470.0,2400000000.0
distribution_baseline_034,Baseline prompt,19,City19,1280000.0,740.0,3920000000.0
distribution_baseline_034,Baseline prompt,20,City20,700000.0,390.0,1900000000.0
distribution_baseline_034,Baseline prompt,21,City21,910000.0,540.0,3000000000.0
distribution_baseline_034,Baseline prompt,22,City22,510000.0,310.0,1480000000.0
distribution_baseline_034,Baseline prompt,23,City23,480000.0,280.0,1200000000.0
distribution_baseline_034,Baseline prompt,24,City24,800000.0,430.0,2150000000.0
distribution_baseline_034,Baseline prompt,25,City25,1360000.0,820.0,4250000000.0
distribution_baseline_034,Baseline prompt,26,City26,870000.0,530.0,3100000000.0
distribution_baseline_034,Baseline prompt,27,City27,630000.0,350.0,1700000000.0
distribution_baseline_034,Baseline prompt,28,City28,760000.0,450.0,2200000000.0
distribution_baseline_034,Baseline prompt,29,City29,1000000.0,600.0,3400000000.0
distribution_baseline_034,Baseline prompt,30,City30,590000.0,340.0,1620000000.0
distribution_baseline_034,Baseline prompt,31,City31,880000.0,520.0,2870000000.0
distribution_baseline_034,Baseline prompt,32,City32,1250000.0,720.0,4000000000.0
distribution_baseline_034,Baseline prompt,33,City33,920000.0,560.0,3200000000.0
distribution_baseline_034,Baseline prompt,34,City34,430000.0,270.0,1100000000.0
distribution_baseline_034,Baseline prompt,35,City35,1550000.0,860.0,4850000000.0
distribution_baseline_034,Baseline prompt,36,City36,740000.0,420.0,2000000000.0
distribution_baseline_034,Baseline prompt,37,City37,680000.0,400.0,1800000000.0
distribution_baseline_034,Baseline prompt,38,City38,890000.0,530.0,2900000000.0
distribution_baseline_034,Baseline prompt,39,City39,950000.0,570.0,3150000000.0
distribution_baseline_034,Baseline prompt,40,City40,710000.0,390.0,1930000000.0
distribution_baseline_034,Baseline prompt,41,City41,1110000.0,660.0,3700000000.0
distribution_baseline_034,Baseline prompt,42,City42,1400000.0,800.0,4400000000.0
distribution_baseline_034,Baseline prompt,43,City43,620000.0,360.0,1750000000.0
distribution_baseline_034,Baseline prompt,44,City44,1080000.0,630.0,3500000000.0
distribution_baseline_034,Baseline prompt,45,City45,690000.0,430.0,1850000000.0
distribution_baseline_034,Baseline prompt,46,City46,860000.0,520.0,2630000000.0
distribution_baseline_034,Baseline prompt,47,City47,990000.0,610.0,3350000000.0
distribution_baseline_034,Baseline prompt,48,City48,1030000.0,650.0,3550000000.0
distribution_baseline_034,Baseline prompt,49,City49,560000.0,340.0,1500000000.0
distribution_baseline_034,Baseline prompt,50,City50,1190000.0,710.0,3800000000.0
distribution_baseline_034,Baseline prompt,51,City51,1240000.0,730.0,4000000000.0
distribution_baseline_034,Baseline prompt,52,City52,870000.0,540.0,2850000000.0
distribution_baseline_034,Baseline prompt,53,City53,450000.0,260.0,1150000000.0
distribution_baseline_034,Baseline prompt,54,City54,1320000.0,800.0,4100000000.0
distribution_baseline_034,Baseline prompt,55,City55,940000.0,580.0,3150000000.0
distribution_baseline_034,Baseline prompt,56,City56,770000.0,460.0,2280000000.0
distribution_baseline_034,Baseline prompt,57,City57,580000.0,330.0,1470000000.0
distribution_baseline_034,Baseline prompt,58,City58,1450000.0,850.0,4700000000.0
distribution_baseline_034,Baseline prompt,59,City59,500000.0,300.0,1420000000.0
distribution_baseline_034,Baseline prompt,60,City60,930000.0,550.0,2950000000.0
