generation_id,prompt_condition,row_number,fictional_metropolitan_area,population_people,public_road_lane_miles,gross_metropolitan_product_billion_2006_usd
source_matched_blueprint_059,Blueprint prompt,21,Crestwyn,1300000.0,31000.0,125.0
source_matched_blueprint_059,Blueprint prompt,22,Ashbrook,1280000.0,30500.0,120.0
source_matched_blueprint_059,Blueprint prompt,23,Silverport,1200000.0,29000.0,112.0
source_matched_blueprint_059,Blueprint prompt,24,Northvale,1150000.0,27000.0,105.0
source_matched_blueprint_059,Blueprint prompt,25,Easton Ridge,1100000.0,26000.0,102.0
source_matched_blueprint_059,Blueprint prompt,26,Laneford,1050000.0,25000.0,98.0
source_matched_blueprint_059,Blueprint prompt,27,Fairbourne,975000.0,22000.0,90.0
source_matched_blueprint_059,Blueprint prompt,28,Oakmill,920000.0,21000.0,87.0
source_matched_blueprint_059,Blueprint prompt,29,Willowbend,880000.0,20000.0,83.0
source_matched_blueprint_059,Blueprint prompt,30,Midcrest,820000.0,19000.0,80.0
source_matched_blueprint_059,Blueprint prompt,31,Timberfall,780000.0,18500.0,76.0
source_matched_blueprint_059,Blueprint prompt,32,Havenstead,740000.0,18000.0,72.0
source_matched_blueprint_059,Blueprint prompt,33,Deepmere,700000.0,17200.0,68.0
source_matched_blueprint_059,Blueprint prompt,34,Brightlyn,660000.0,16000.0,65.0
source_matched_blueprint_059,Blueprint prompt,35,Elmstone,620000.0,15500.0,60.0
source_matched_blueprint_059,Blueprint prompt,36,Foxdell,590000.0,15000.0,58.0
source_matched_blueprint_059,Blueprint prompt,37,Riverglen,550000.0,14500.0,55.0
source_matched_blueprint_059,Blueprint prompt,38,Stonebridge,520000.0,13900.0,52.0
source_matched_blueprint_059,Blueprint prompt,39,Springlyn,490000.0,13200.0,50.0
source_matched_blueprint_059,Blueprint prompt,40,Clearwynd,460000.0,12500.0,47.0
source_matched_blueprint_059,Blueprint prompt,41,Norwick,430000.0,12000.0,43.0
source_matched_blueprint_059,Blueprint prompt,42,Westhaven,410000.0,11800.0,42.0
source_matched_blueprint_059,Blueprint prompt,43,Meadowcliff,390000.0,11200.0,40.0
source_matched_blueprint_059,Blueprint prompt,44,Cedarglen,370000.0,10800.0,38.0
source_matched_blueprint_059,Blueprint prompt,45,Ashford,350000.0,10400.0,36.0
source_matched_blueprint_059,Blueprint prompt,46,Greystone,320000.0,10000.0,33.0
source_matched_blueprint_059,Blueprint prompt,47,Forestmoor,300000.0,9200.0,30.0
source_matched_blueprint_059,Blueprint prompt,48,Oldwyck,280000.0,9000.0,28.0
source_matched_blueprint_059,Blueprint prompt,49,Halebrook,260000.0,8600.0,27.0
source_matched_blueprint_059,Blueprint prompt,50,Brightgate,240000.0,8200.0,25.0
source_matched_blueprint_059,Blueprint prompt,51,Marblemount,220000.0,7800.0,23.0
source_matched_blueprint_059,Blueprint prompt,52,Dunwyn,210000.0,7500.0,22.0
source_matched_blueprint_059,Blueprint prompt,53,Quarrydale,200000.0,7200.0,21.0
source_matched_blueprint_059,Blueprint prompt,54,Stonestep,190000.0,7000.0,20.0
source_matched_blueprint_059,Blueprint prompt,55,Hazelpoint,180000.0,6800.0,19.0
source_matched_blueprint_059,Blueprint prompt,56,Windmere,172000.0,6500.0,18.0
source_matched_blueprint_059,Blueprint prompt,57,Silverhill,164000.0,6200.0,17.0
source_matched_blueprint_059,Blueprint prompt,58,Flintedge,156000.0,6000.0,16.0
source_matched_blueprint_059,Blueprint prompt,59,Blackridge,148000.0,5800.0,15.0
source_matched_blueprint_059,Blueprint prompt,60,Westfield,140000.0,5600.0,14.0
source_matched_blueprint_059,Blueprint prompt,61,Stonehollow,132000.0,5400.0,13.0
source_matched_blueprint_059,Blueprint prompt,62,Rustboro,124000.0,5200.0,13.0
source_matched_blueprint_059,Blueprint prompt,63,Glenhaven,118000.0,5000.0,12.0
source_matched_blueprint_059,Blueprint prompt,64,Brookshade,112000.0,4800.0,11.0
source_matched_blueprint_059,Blueprint prompt,65,Stormwick,106000.0,4600.0,11.0
source_matched_blueprint_059,Blueprint prompt,66,Clifftown,100000.0,4400.0,10.0
source_matched_blueprint_059,Blueprint prompt,67,Shalebrook,94000.0,4200.0,9.5
source_matched_blueprint_059,Blueprint prompt,68,Greenston,88000.0,4000.0,9.0
source_matched_blueprint_059,Blueprint prompt,69,Ironquarry,82000.0,3800.0,8.5
source_matched_blueprint_059,Blueprint prompt,70,Moonvale,77000.0,3600.0,8.0
source_matched_blueprint_059,Blueprint prompt,71,Driftwood,72000.0,3400.0,7.5
source_matched_blueprint_059,Blueprint prompt,72,Lakecliff,67000.0,3200.0,7.0
source_matched_blueprint_059,Blueprint prompt,73,Stormrock,62000.0,3000.0,6.5
source_matched_blueprint_059,Blueprint prompt,74,Ashwick,57000.0,2800.0,6.0
source_matched_blueprint_059,Blueprint prompt,75,Hillstead,54000.0,2700.0,5.8
source_matched_blueprint_059,Blueprint prompt,76,Oakenridge,51000.0,2600.0,5.5
source_matched_blueprint_059,Blueprint prompt,77,Montwood,48000.0,2500.0,5.2
source_matched_blueprint_059,Blueprint prompt,78,Frostmere,45000.0,2400.0,5.0
source_matched_blueprint_059,Blueprint prompt,79,Ravenwyn,42000.0,2300.0,4.8
source_matched_blueprint_059,Blueprint prompt,80,Pinewood,39000.0,2200.0,4.5
source_matched_blueprint_059,Blueprint prompt,81,Rivershade,37000.0,2100.0,4.3
source_matched_blueprint_059,Blueprint prompt,82,Everham,35000.0,2000.0,4.0
source_matched_blueprint_059,Blueprint prompt,83,Lynhaven,33000.0,1900.0,3.8
source_matched_blueprint_059,Blueprint prompt,84,Harbormist,31000.0,1800.0,3.5
source_matched_blueprint_059,Blueprint prompt,85,Stonepine,29000.0,1700.0,3.2
source_matched_blueprint_059,Blueprint prompt,86,Cliffport,27000.0,1600.0,3.0
source_matched_blueprint_059,Blueprint prompt,87,Rusthaven,25000.0,1500.0,2.8
source_matched_blueprint_059,Blueprint prompt,88,Silverwynd,23000.0,1400.0,2.5
source_matched_blueprint_059,Blueprint prompt,89,Sandbar,21000.0,1300.0,2.3
source_matched_blueprint_059,Blueprint prompt,90,Wavecrest,19000.0,1200.0,2.0
source_matched_blueprint_059,Blueprint prompt,91,Bluffgate,17000.0,1100.0,1.8
source_matched_blueprint_059,Blueprint prompt,92,Shorehaven,15000.0,1000.0,1.5
source_matched_baseline_034,Baseline prompt,1,Meadowridge,524732.0,12518.0,43.9
source_matched_baseline_034,Baseline prompt,2,Silvervale,879123.0,24312.0,91.7
source_matched_baseline_034,Baseline prompt,3,Northhaven,312674.0,8439.0,27.5
source_matched_baseline_034,Baseline prompt,4,Brookwell,1054867.0,31456.0,110.3
source_matched_baseline_034,Baseline prompt,5,Radiant Hill,451298.0,16432.0,39.4
source_matched_baseline_034,Baseline prompt,6,Verdant Springs,612457.0,21874.0,54.3
source_matched_baseline_034,Baseline prompt,7,Crystal Bay,743821.0,19643.0,68.7
source_matched_baseline_034,Baseline prompt,8,Havenwood,1289327.0,35124.0,134.8
source_matched_baseline_034,Baseline prompt,9,Westwood Grove,215489.0,5432.0,18.6
source_matched_baseline_034,Baseline prompt,10,Golden Plains,834562.0,17984.0,72.1
source_matched_baseline_034,Baseline prompt,11,Summerview,498312.0,12845.0,41.6
source_matched_baseline_034,Baseline prompt,12,Pinecrest,617483.0,20456.0,56.9
source_matched_baseline_034,Baseline prompt,13,Dusk Prairie,356297.0,17423.0,31.4
source_matched_baseline_034,Baseline prompt,14,Ironcliff,1523864.0,42194.0,160.2
source_matched_baseline_034,Baseline prompt,15,Starfall Ridge,478234.0,13618.0,39.8
source_matched_baseline_034,Baseline prompt,16,Oceanbreeze,389762.0,11432.0,34.5
source_matched_baseline_034,Baseline prompt,17,Maplevale,589476.0,20234.0,53.6
source_matched_baseline_034,Baseline prompt,18,Aurora Pines,784126.0,25714.0,75.3
source_matched_baseline_034,Baseline prompt,19,Brightmeadow,267321.0,8928.0,24.7
source_matched_baseline_034,Baseline prompt,20,Cliffhaven,1327489.0,37619.0,138.6
source_matched_baseline_034,Baseline prompt,21,Emerald Valley,411562.0,12345.0,35.7
source_matched_baseline_034,Baseline prompt,22,Sunshadow,621943.0,19904.0,57.4
source_matched_baseline_034,Baseline prompt,23,Frostwood,319845.0,8657.0,28.1
source_matched_baseline_034,Baseline prompt,24,Shadowbend,923841.0,24362.0,94.5
source_matched_baseline_034,Baseline prompt,25,Lilycove,546281.0,15628.0,48.9
source_matched_baseline_034,Baseline prompt,26,Cedarpoint,671285.0,20354.0,61.5
source_matched_baseline_034,Baseline prompt,27,Ivywood,432716.0,13874.0,40.2
source_matched_baseline_034,Baseline prompt,28,Midnight Hollow,754238.0,26483.0,73.5
source_matched_baseline_034,Baseline prompt,29,Rustwater,591273.0,17832.0,55.8
source_matched_baseline_034,Baseline prompt,30,Bluelake City,842316.0,28156.0,79.6
source_matched_baseline_034,Baseline prompt,31,Silver Birch,248513.0,6234.0,23.9
source_matched_baseline_034,Baseline prompt,32,Stormhaven,1156648.0,32758.0,119.5
source_matched_baseline_034,Baseline prompt,33,Lakeside Vale,417234.0,11753.0,36.2
source_matched_baseline_034,Baseline prompt,34,Foxridge,928621.0,30564.0,96.7
source_matched_baseline_034,Baseline prompt,35,Garnet Bluff,302819.0,11218.0,26.7
source_matched_baseline_034,Baseline prompt,36,Amberfield,685412.0,21749.0,63.1
source_matched_baseline_034,Baseline prompt,37,Westridge,496725.0,17483.0,44.5
source_matched_baseline_034,Baseline prompt,38,Hollowbranch,354187.0,14219.0,30.7
source_matched_baseline_034,Baseline prompt,39,Golden Ridge,1012354.0,35248.0,106.8
source_matched_baseline_034,Baseline prompt,40,Twilight Harbor,298725.0,9214.0,25.9
source_matched_baseline_034,Baseline prompt,41,Riverbend,812624.0,24938.0,77.3
source_matched_baseline_034,Baseline prompt,42,Clearvale,452397.0,15429.0,39.2
source_matched_baseline_034,Baseline prompt,43,Ironwood Heights,374529.0,13976.0,32.6
source_matched_baseline_034,Baseline prompt,44,Elmspire,988714.0,27489.0,103.2
source_matched_baseline_034,Baseline prompt,45,Frostpine,612943.0,19427.0,56.7
source_matched_baseline_034,Baseline prompt,46,Hearthwood,731282.0,23017.0,69.4
source_matched_baseline_034,Baseline prompt,47,Thunder Valley,524839.0,16234.0,48.8
source_matched_baseline_034,Baseline prompt,48,Golden Harbor,1472631.0,38218.0,153.6
source_matched_baseline_034,Baseline prompt,49,Willowpeak,413598.0,13983.0,37.1
source_matched_baseline_034,Baseline prompt,50,Morningwatch,1146723.0,33564.0,118.2
source_matched_baseline_034,Baseline prompt,51,Ivory Creek,273418.0,9347.0,23.4
source_matched_baseline_034,Baseline prompt,52,Shadowholm,857932.0,29567.0,87.8
source_matched_baseline_034,Baseline prompt,53,Stonemeadow,396572.0,12833.0,35.2
source_matched_baseline_034,Baseline prompt,54,Highbrook,671293.0,21139.0,60.8
source_matched_baseline_034,Baseline prompt,55,Seaglass Shores,832417.0,23784.0,81.6
source_matched_baseline_034,Baseline prompt,56,Copper Valley,312895.0,11264.0,28.2
source_matched_baseline_034,Baseline prompt,57,Windshade,519634.0,14738.0,45.1
source_matched_baseline_034,Baseline prompt,58,Snowpeak,471372.0,13653.0,41.9
source_matched_baseline_034,Baseline prompt,59,Grandspire,962318.0,30124.0,101.7
source_matched_baseline_034,Baseline prompt,60,Silverstone,682145.0,22864.0,63.4
source_matched_baseline_034,Baseline prompt,61,Rainsborough,472813.0,16452.0,42.8
source_matched_baseline_034,Baseline prompt,62,Bluewind,385467.0,12438.0,33.6
source_matched_baseline_034,Baseline prompt,63,Goldenlight,1453768.0,39713.0,149.8
source_matched_baseline_034,Baseline prompt,64,Tranquil Falls,327894.0,10715.0,27.1
source_matched_baseline_034,Baseline prompt,65,Horizon Ridge,821513.0,20432.0,78.4
source_matched_baseline_034,Baseline prompt,66,Copperdale,498371.0,19347.0,44.9
source_matched_baseline_034,Baseline prompt,67,Maplehollow,254837.0,9827.0,24.1
source_matched_baseline_034,Baseline prompt,68,Driftwood Mills,765814.0,28614.0,76.5
source_matched_baseline_034,Baseline prompt,69,Glenmere,671428.0,21934.0,61.2
source_matched_baseline_034,Baseline prompt,70,Jasperberg,791324.0,25342.0,72.6
source_matched_baseline_034,Baseline prompt,71,Everflame,315497.0,12283.0,27.7
source_matched_baseline_034,Baseline prompt,72,Shadowmere,815942.0,30891.0,75.1
source_matched_baseline_034,Baseline prompt,73,Goldenbreeze,575849.0,19257.0,53.9
source_matched_baseline_034,Baseline prompt,74,Birchstone,478192.0,17458.0,41.3
source_matched_baseline_034,Baseline prompt,75,Silvermist,1043961.0,36528.0,113.4
source_matched_baseline_034,Baseline prompt,76,Hazelwick,612374.0,21347.0,57.2
source_matched_baseline_034,Baseline prompt,77,Sunforge,728145.0,24183.0,68.2
source_matched_baseline_034,Baseline prompt,78,Cinderplain,319472.0,13629.0,29.4
source_matched_baseline_034,Baseline prompt,79,Maplecliff,469583.0,15423.0,40.7
source_matched_baseline_034,Baseline prompt,80,Dewshore,894123.0,29862.0,90.5
source_matched_baseline_034,Baseline prompt,81,Brightoak,573142.0,18254.0,52.4
source_matched_baseline_034,Baseline prompt,82,Frostfall,398132.0,12653.0,36.1
source_matched_baseline_034,Baseline prompt,83,Timberbrook,527918.0,16593.0,45.9
source_matched_baseline_034,Baseline prompt,84,Shady Glen,901548.0,30783.0,88.8
source_matched_baseline_034,Baseline prompt,85,Granitevale,481293.0,11837.0,42.3
source_matched_baseline_034,Baseline prompt,86,Lantern Hollow,1396512.0,37482.0,144.5
source_matched_baseline_034,Baseline prompt,87,Stellar Bay,316495.0,12983.0,27.9
source_matched_baseline_034,Baseline prompt,88,Falconhold,741816.0,25934.0,72.4
source_matched_baseline_034,Baseline prompt,89,Thundermist,498136.0,17943.0,44.7
source_matched_baseline_034,Baseline prompt,90,Pebblecreek,267341.0,10214.0,23.8
source_matched_baseline_034,Baseline prompt,91,Goldenway,583916.0,19438.0,53.6
source_matched_baseline_034,Baseline prompt,92,Rivermist,718493.0,23537.0,70.1
source_matched_baseline_034,Baseline prompt,93,Silver Hollow,415273.0,12945.0,38.4
source_matched_blueprint_034,Blueprint prompt,1,Havenfort,18000000.0,51000.0,800.0
source_matched_blueprint_034,Blueprint prompt,2,Clearwater Ridge,12000000.0,38000.0,510.0
source_matched_blueprint_034,Blueprint prompt,3,Brenton City,8500000.0,32000.0,390.0
source_matched_blueprint_034,Blueprint prompt,4,Westwell Harbor,7000000.0,25000.0,320.0
source_matched_blueprint_034,Blueprint prompt,5,Falconport,5700000.0,21000.0,265.0
source_matched_blueprint_034,Blueprint prompt,6,Lakeshore Valley,4900000.0,19000.0,220.0
source_matched_blueprint_034,Blueprint prompt,7,Pinebridge,4300000.0,16000.0,200.0
source_matched_blueprint_034,Blueprint prompt,8,Silverwater Bay,3800000.0,14000.0,165.0
source_matched_blueprint_034,Blueprint prompt,9,Mapleton Heights,3400000.0,13000.0,150.0
source_matched_blueprint_034,Blueprint prompt,10,Greenfield Junction,3100000.0,12000.0,135.0
source_matched_blueprint_034,Blueprint prompt,11,Ironcliff,2900000.0,11000.0,125.0
source_matched_blueprint_034,Blueprint prompt,12,Brookhaven,2700000.0,10500.0,110.0
source_matched_blueprint_034,Blueprint prompt,13,Stonewood,2500000.0,9800.0,105.0
source_matched_blueprint_034,Blueprint prompt,14,Riverforge,2200000.0,8700.0,95.0
source_matched_blueprint_034,Blueprint prompt,15,Westrail Crossing,2000000.0,8100.0,85.0
source_matched_blueprint_034,Blueprint prompt,16,Marblevale,1900000.0,7800.0,82.0
source_matched_blueprint_034,Blueprint prompt,17,Foxglen Pines,1700000.0,7100.0,75.0
source_matched_blueprint_034,Blueprint prompt,18,Eastwind,1500000.0,6700.0,70.0
source_matched_blueprint_034,Blueprint prompt,19,Ashburn Hills,1400000.0,6300.0,67.0
source_matched_blueprint_034,Blueprint prompt,20,Crystal Falls,1300000.0,6100.0,65.0
source_matched_blueprint_034,Blueprint prompt,21,Shadowpeak,1200000.0,5700.0,60.0
source_matched_blueprint_034,Blueprint prompt,22,Goldenridge,1100000.0,5400.0,55.0
source_matched_blueprint_034,Blueprint prompt,23,Northbend,1000000.0,5200.0,50.0
source_matched_blueprint_034,Blueprint prompt,24,Sunnyvale Harbor,950000.0,4900.0,48.0
source_matched_blueprint_034,Blueprint prompt,25,Cascade Grove,870000.0,4500.0,45.0
source_matched_blueprint_034,Blueprint prompt,26,Bluffside,800000.0,4200.0,42.0
source_matched_blueprint_034,Blueprint prompt,27,Eaglespire,750000.0,4000.0,40.0
source_matched_blueprint_034,Blueprint prompt,28,Sequoia Woodlands,710000.0,3900.0,39.0
source_matched_blueprint_034,Blueprint prompt,29,Fairpoint,650000.0,3700.0,37.0
source_matched_blueprint_034,Blueprint prompt,30,Cedarstone,600000.0,3400.0,34.0
source_matched_blueprint_034,Blueprint prompt,31,Whispering Pines,570000.0,3200.0,33.0
source_matched_blueprint_034,Blueprint prompt,32,Clearstream,520000.0,2900.0,30.0
source_matched_blueprint_034,Blueprint prompt,33,Tidehaven,480000.0,2800.0,28.0
source_matched_blueprint_034,Blueprint prompt,34,Amberview,450000.0,2600.0,26.0
source_matched_blueprint_034,Blueprint prompt,35,Highgrove,410000.0,2500.0,25.0
source_matched_blueprint_034,Blueprint prompt,36,Stormlake,380000.0,2300.0,23.0
source_matched_blueprint_034,Blueprint prompt,37,Ridgepoint,350000.0,2200.0,22.0
source_matched_blueprint_034,Blueprint prompt,38,Wildflower Canyon,320000.0,2000.0,20.0
source_matched_blueprint_034,Blueprint prompt,39,Starlight Bay,300000.0,1900.0,19.0
source_matched_blueprint_034,Blueprint prompt,40,Southridge,280000.0,1800.0,18.0
source_matched_blueprint_034,Blueprint prompt,41,Winterstream,260000.0,1700.0,17.0
source_matched_blueprint_034,Blueprint prompt,42,Twincreek,240000.0,1600.0,16.0
source_matched_blueprint_034,Blueprint prompt,43,Bluefair,220000.0,1500.0,15.0
source_matched_blueprint_034,Blueprint prompt,44,Greenbrook,210000.0,1500.0,14.0
source_matched_blueprint_034,Blueprint prompt,45,Foxwater Bend,200000.0,1400.0,13.0
source_matched_blueprint_034,Blueprint prompt,46,Cloverfield,190000.0,1300.0,12.0
source_matched_blueprint_034,Blueprint prompt,47,Brightwood,180000.0,1200.0,11.0
source_matched_blueprint_034,Blueprint prompt,48,Meadowstone,170000.0,1100.0,11.0
source_matched_blueprint_034,Blueprint prompt,49,Mooncrest,160000.0,1000.0,10.0
source_matched_blueprint_034,Blueprint prompt,50,Hollowstream,150000.0,1000.0,9.0
source_matched_blueprint_034,Blueprint prompt,51,Northspring,140000.0,950.0,8.0
source_matched_blueprint_034,Blueprint prompt,52,Dawnridge,130000.0,900.0,8.0
source_matched_blueprint_034,Blueprint prompt,53,Silverwillow,120000.0,870.0,7.0
source_matched_blueprint_034,Blueprint prompt,54,Prairiefield,110000.0,800.0,7.0
source_matched_blueprint_034,Blueprint prompt,55,Redmill,100000.0,750.0,6.0
source_matched_blueprint_034,Blueprint prompt,56,Timberfall,95000.0,700.0,6.0
source_matched_blueprint_034,Blueprint prompt,57,Oaksford,85000.0,650.0,6.0
source_matched_blueprint_034,Blueprint prompt,58,Fernwild,80000.0,600.0,5.0
source_matched_blueprint_034,Blueprint prompt,59,Sunnybluff,76000.0,570.0,5.0
source_matched_blueprint_034,Blueprint prompt,60,Hillview,70000.0,540.0,4.5
source_matched_blueprint_034,Blueprint prompt,61,Pebblecross,67000.0,520.0,4.5
source_matched_blueprint_034,Blueprint prompt,62,Goldenrun,64000.0,490.0,4.2
source_matched_blueprint_034,Blueprint prompt,63,Willowcrest,60000.0,470.0,4.0
source_matched_blueprint_034,Blueprint prompt,64,Shadeway,57000.0,450.0,3.8
source_matched_blueprint_034,Blueprint prompt,65,Elmstrand,52000.0,420.0,3.5
source_matched_blueprint_034,Blueprint prompt,66,Marigold Point,49000.0,400.0,3.5
source_matched_blueprint_034,Blueprint prompt,67,Skyvalley,46000.0,380.0,3.2
source_matched_blueprint_034,Blueprint prompt,68,Mistwood,43000.0,360.0,3.0
source_matched_blueprint_034,Blueprint prompt,69,Ravencliff,40000.0,340.0,3.0
source_matched_blueprint_034,Blueprint prompt,70,Brightrose,37000.0,320.0,2.8
source_matched_blueprint_034,Blueprint prompt,71,Sunpine Valley,35000.0,300.0,2.5
source_matched_blueprint_034,Blueprint prompt,72,Pinefall,33000.0,280.0,2.5
source_matched_blueprint_034,Blueprint prompt,73,Wildlake Forks,31000.0,260.0,2.3
source_matched_blueprint_034,Blueprint prompt,74,Starwhisper,29000.0,250.0,2.2
source_matched_blueprint_034,Blueprint prompt,75,Eaglebrook,27000.0,230.0,2.0
source_matched_blueprint_034,Blueprint prompt,76,Dewridge,25000.0,220.0,2.0
source_matched_blueprint_034,Blueprint prompt,77,Moonvale,23000.0,200.0,1.8
source_matched_blueprint_034,Blueprint prompt,78,Blossomfield,21000.0,190.0,1.7
source_matched_blueprint_034,Blueprint prompt,79,Meadowfield Junction,19000.0,180.0,1.5
source_matched_blueprint_034,Blueprint prompt,80,Silverstream Hollow,17000.0,160.0,1.4
source_matched_blueprint_034,Blueprint prompt,81,Twinbluff Crossing,15000.0,140.0,1.2
source_matched_blueprint_034,Blueprint prompt,82,Brightleaf Valley,14000.0,130.0,1.1
source_matched_blueprint_034,Blueprint prompt,83,Oakvale Harbor,13000.0,120.0,1.0
source_matched_blueprint_034,Blueprint prompt,84,Stoneshire,12000.0,110.0,1.0
source_matched_blueprint_034,Blueprint prompt,85,Goldenbluff,11000.0,100.0,0.9
source_matched_blueprint_034,Blueprint prompt,86,Fernpoint,10000.0,90.0,0.8
source_matched_blueprint_034,Blueprint prompt,87,Sunwash,9500.0,85.0,0.8
source_matched_blueprint_034,Blueprint prompt,88,Riverspell,8700.0,80.0,0.7
source_matched_blueprint_034,Blueprint prompt,89,Silverbend,8000.0,70.0,0.6
source_matched_blueprint_034,Blueprint prompt,90,Woodspire Junction,7500.0,65.0,0.5
source_matched_blueprint_042,Blueprint prompt,1,Habersfield,1850000.0,12450.0,156.3
source_matched_blueprint_042,Blueprint prompt,2,Mapleton,315000.0,1540.0,22.7
source_matched_blueprint_042,Blueprint prompt,3,Ardenborough,575000.0,3980.0,46.1
source_matched_blueprint_042,Blueprint prompt,4,New Halston,8300000.0,34560.0,779.5
source_matched_blueprint_042,Blueprint prompt,5,Brookvale,943000.0,5510.0,72.8
source_matched_blueprint_042,Blueprint prompt,6,Kingsport,121000.0,820.0,7.6
source_matched_blueprint_042,Blueprint prompt,7,Rivermere,430000.0,2120.0,34.4
source_matched_blueprint_042,Blueprint prompt,8,Silverwynd,65000.0,300.0,4.8
source_matched_blueprint_042,Blueprint prompt,9,Dalesbend,240000.0,1730.0,19.2
source_matched_blueprint_042,Blueprint prompt,10,Stonebridge,112000.0,760.0,6.9
source_matched_blueprint_042,Blueprint prompt,11,Brightmere,1420000.0,8760.0,118.6
source_matched_blueprint_042,Blueprint prompt,12,Northwood,360000.0,1840.0,26.9
source_matched_blueprint_042,Blueprint prompt,13,Westhaven,14900000.0,42080.0,1096.2
source_matched_blueprint_042,Blueprint prompt,14,Clifton Bay,275000.0,1590.0,20.3
source_matched_blueprint_042,Blueprint prompt,15,Glenhaven,540000.0,3010.0,42.7
source_matched_blueprint_042,Blueprint prompt,16,Crestwood,98000.0,540.0,5.8
source_matched_blueprint_042,Blueprint prompt,17,Lakeshore,235000.0,1460.0,17.8
source_matched_blueprint_042,Blueprint prompt,18,Crownspire,1120000.0,7680.0,108.9
source_matched_blueprint_042,Blueprint prompt,19,Eagleford,495000.0,2450.0,36.5
source_matched_blueprint_042,Blueprint prompt,20,Fairhaven,880000.0,5660.0,65.3
source_matched_blueprint_042,Blueprint prompt,21,Hawthorne,57000.0,280.0,3.8
source_matched_blueprint_042,Blueprint prompt,22,Ironcliff,165000.0,980.0,13.2
source_matched_blueprint_042,Blueprint prompt,23,Juniper Ridge,203000.0,1145.0,15.7
source_matched_blueprint_042,Blueprint prompt,24,Meadowglen,49000.0,240.0,3.5
source_matched_blueprint_042,Blueprint prompt,25,New Arcadia,3300000.0,20820.0,333.4
source_matched_blueprint_042,Blueprint prompt,26,Pinehurst,148000.0,820.0,8.4
source_matched_blueprint_042,Blueprint prompt,27,Quarry Grove,275000.0,1960.0,21.7
source_matched_blueprint_042,Blueprint prompt,28,Redbrook,740000.0,4210.0,55.1
source_matched_blueprint_042,Blueprint prompt,29,Seaview,119000.0,670.0,6.7
source_matched_blueprint_042,Blueprint prompt,30,Thornpoint,365000.0,1870.0,27.5
source_matched_blueprint_042,Blueprint prompt,31,Valewood,1410000.0,9550.0,123.9
source_matched_blueprint_042,Blueprint prompt,32,Westridge,238000.0,1410.0,18.4
source_matched_blueprint_042,Blueprint prompt,33,Yellowgrove,122000.0,620.0,5.9
source_matched_blueprint_042,Blueprint prompt,34,Zionvale,1160000.0,7890.0,102.7
source_matched_blueprint_042,Blueprint prompt,35,Ashford,610000.0,4180.0,49.3
source_matched_blueprint_042,Blueprint prompt,36,Bridlebrook,335000.0,2050.0,23.2
source_matched_blueprint_042,Blueprint prompt,37,Cedar Run,168000.0,1030.0,9.9
source_matched_blueprint_042,Blueprint prompt,38,Duskfield,76000.0,420.0,4.1
source_matched_blueprint_042,Blueprint prompt,39,Eldermere,4950000.0,24460.0,478.1
source_matched_blueprint_042,Blueprint prompt,40,Foxgate,810000.0,5940.0,56.9
source_matched_blueprint_042,Blueprint prompt,41,Greystone,1590000.0,10620.0,143.6
source_matched_blueprint_042,Blueprint prompt,42,Hillcliff,283000.0,1600.0,22.8
source_matched_blueprint_042,Blueprint prompt,43,Ivy Meadow,270000.0,1440.0,20.6
source_matched_blueprint_042,Blueprint prompt,44,Jasper Hills,211000.0,1290.0,16.2
source_matched_blueprint_042,Blueprint prompt,45,Kindleworth,1320000.0,8720.0,116.8
source_matched_blueprint_042,Blueprint prompt,46,Lakefront,1900000.0,11040.0,157.3
source_matched_blueprint_042,Blueprint prompt,47,Mossfield,78000.0,410.0,4.2
source_matched_blueprint_042,Blueprint prompt,48,New Larkspur,840000.0,5220.0,62.1
source_matched_blueprint_042,Blueprint prompt,49,Oakshade,125000.0,650.0,7.4
source_matched_blueprint_042,Blueprint prompt,50,Palisade Heights,510000.0,2930.0,41.1
source_matched_blueprint_042,Blueprint prompt,51,Ravenmoor,188000.0,1090.0,13.7
source_matched_blueprint_042,Blueprint prompt,52,Silverpine,289000.0,1560.0,22.9
source_matched_blueprint_042,Blueprint prompt,53,Sun Valley,360000.0,2110.0,27.7
source_matched_blueprint_042,Blueprint prompt,54,Timberlake,187000.0,1200.0,14.1
source_matched_blueprint_042,Blueprint prompt,55,Unity Ridge,43000.0,190.0,3.0
source_matched_blueprint_042,Blueprint prompt,56,Valemont,111000.0,580.0,6.5
source_matched_blueprint_042,Blueprint prompt,57,Waterford,7550000.0,31930.0,678.5
source_matched_blueprint_042,Blueprint prompt,58,Amberfield,240000.0,1470.0,18.3
source_matched_blueprint_042,Blueprint prompt,59,Clearbrook,780000.0,4510.0,53.6
source_matched_blueprint_042,Blueprint prompt,60,Deerfield,153000.0,970.0,9.4
source_matched_blueprint_042,Blueprint prompt,61,Everston,890000.0,5120.0,66.8
source_matched_blueprint_042,Blueprint prompt,62,Fairmeadow,293000.0,1510.0,21.8
source_matched_blueprint_042,Blueprint prompt,63,Griffin Hollow,164000.0,940.0,10.1
source_matched_blueprint_042,Blueprint prompt,64,Hearthwood,225000.0,1200.0,16.7
source_matched_blueprint_042,Blueprint prompt,65,Ironvale,920000.0,5300.0,69.4
source_matched_blueprint_042,Blueprint prompt,66,Junction City,387000.0,1970.0,28.7
source_matched_blueprint_042,Blueprint prompt,67,Keystone,973000.0,5840.0,74.6
