setting_id,prompt_condition,population_people,irrelevant_number,request_status,gdp_million_currency_units,road_length_km
scaling_setting_020,Concise wording,400000,,valid,16800.0,1850.0
scaling_setting_020,Concise wording,800000,,valid,32000.0,1400.0
scaling_setting_020,Concise wording,200000,,valid,5800.0,950.0
scaling_setting_020,Concise wording,50000,,valid,750.0,220.0
scaling_setting_020,No-change control,200000,,valid,3400.0,1250.0
scaling_setting_020,Irrelevant-number control,200000,50000.0,valid,7500.0,1300.0
scaling_setting_020,Irrelevant-number control,200000,400000.0,valid,6700.0,820.0
scaling_setting_020,Irrelevant-number control,200000,200000.0,valid,7800.0,920.0
scaling_setting_020,Irrelevant-number control,200000,100000.0,valid,7800.0,1350.0
scaling_setting_020,Irrelevant-number control,200000,800000.0,valid,6200.0,1250.0
scaling_setting_021,Primary wording,400000,,valid,22000.0,1450.0
scaling_setting_021,Primary wording,50000,,valid,1875.0,320.0
scaling_setting_021,Primary wording,800000,,valid,32000.0,1450.0
scaling_setting_021,Primary wording,100000,,valid,2750.0,715.0
scaling_setting_021,Primary wording,200000,,valid,5400.0,1420.0
scaling_setting_021,Paraphrased wording,400000,,valid,18400.0,1350.0
scaling_setting_021,Paraphrased wording,100000,,valid,3150.0,850.0
scaling_setting_021,Paraphrased wording,800000,,valid,32000.0,2400.0
scaling_setting_021,Paraphrased wording,200000,,valid,8300.0,1250.0
scaling_setting_021,Paraphrased wording,50000,,valid,1750.0,320.0
scaling_setting_021,Concise wording,400000,,valid,15600.0,1320.0
scaling_setting_021,Concise wording,100000,,valid,3200.0,420.0
scaling_setting_021,Concise wording,50000,,valid,1250.0,320.0
scaling_setting_021,Concise wording,200000,,valid,8700.0,1100.0
scaling_setting_021,Concise wording,800000,,valid,24500.0,1450.0
scaling_setting_021,No-change control,200000,,valid,8500.0,430.0
scaling_setting_021,Irrelevant-number control,200000,200000.0,valid,8200.0,1350.0
scaling_setting_021,Irrelevant-number control,200000,50000.0,valid,9200.0,1450.0
scaling_setting_021,Irrelevant-number control,200000,800000.0,valid,6300.0,1450.0
scaling_setting_021,Irrelevant-number control,200000,400000.0,valid,8500.0,1200.0
scaling_setting_021,Irrelevant-number control,200000,100000.0,valid,8700.0,1450.0
scaling_setting_022,Primary wording,100000,,valid,4500.0,625.0
scaling_setting_022,Primary wording,50000,,valid,1800.0,320.0
scaling_setting_022,Primary wording,400000,,valid,20250.0,1650.0
scaling_setting_022,Primary wording,200000,,valid,9200.0,1650.0
scaling_setting_022,Primary wording,800000,,valid,42000.0,3200.0
scaling_setting_022,Paraphrased wording,50000,,valid,3200.0,580.0
scaling_setting_022,Paraphrased wording,100000,,valid,3200.0,450.0
scaling_setting_022,Paraphrased wording,800000,,valid,32000.0,4500.0
scaling_setting_022,Paraphrased wording,200000,,valid,8200.0,1500.0
scaling_setting_022,Paraphrased wording,400000,,valid,18400.0,1250.0
scaling_setting_022,Concise wording,100000,,valid,3500.0,580.0
scaling_setting_022,Concise wording,50000,,valid,1500.0,450.0
scaling_setting_022,Concise wording,200000,,valid,8500.0,950.0
scaling_setting_022,Concise wording,800000,,valid,25600.0,3200.0
scaling_setting_022,Concise wording,400000,,valid,14500.0,1200.0
scaling_setting_022,No-change control,200000,,valid,6200.0,1850.0
scaling_setting_022,Irrelevant-number control,200000,100000.0,valid,9500.0,1200.0
scaling_setting_022,Irrelevant-number control,200000,400000.0,valid,9800.0,1200.0
scaling_setting_022,Irrelevant-number control,200000,800000.0,valid,9200.0,760.0
scaling_setting_022,Irrelevant-number control,200000,50000.0,valid,4500.0,1200.0
scaling_setting_022,Irrelevant-number control,200000,200000.0,valid,8200.0,950.0
scaling_setting_023,Primary wording,800000,,valid,32000.0,2200.0
scaling_setting_023,Primary wording,100000,,valid,4500.0,325.0
scaling_setting_023,Primary wording,200000,,valid,8250.0,950.0
scaling_setting_023,Primary wording,50000,,valid,1250.0,310.0
scaling_setting_023,Primary wording,400000,,valid,15200.0,785.0
scaling_setting_023,Paraphrased wording,100000,,valid,3500.0,450.0
scaling_setting_023,Paraphrased wording,50000,,valid,1750.0,320.0
scaling_setting_023,Paraphrased wording,200000,,valid,7400.0,1200.0
scaling_setting_023,Paraphrased wording,400000,,valid,12000.0,850.0
scaling_setting_023,Paraphrased wording,800000,,valid,24000.0,1850.0
scaling_setting_023,Concise wording,200000,,valid,7500.0,3200.0
scaling_setting_023,Concise wording,50000,,valid,1500.0,320.0
scaling_setting_023,Concise wording,100000,,valid,3800.0,720.0
scaling_setting_023,Concise wording,400000,,valid,15600.0,1200.0
scaling_setting_023,Concise wording,800000,,valid,32000.0,2450.0
scaling_setting_023,No-change control,200000,,valid,8600.0,1250.0
scaling_setting_023,Irrelevant-number control,200000,50000.0,valid,9500.0,420.0
scaling_setting_023,Irrelevant-number control,200000,400000.0,valid,9400.0,850.0
scaling_setting_023,Irrelevant-number control,200000,800000.0,valid,9400.0,1250.0
scaling_setting_023,Irrelevant-number control,200000,200000.0,valid,8200.0,1200.0
scaling_setting_023,Irrelevant-number control,200000,100000.0,valid,6200.0,850.0
scaling_setting_024,Primary wording,400000,,valid,9200.0,1350.0
scaling_setting_024,Primary wording,800000,,valid,19200.0,3250.0
scaling_setting_024,Primary wording,100000,,valid,4320.0,740.0
scaling_setting_024,Primary wording,200000,,valid,5600.0,1400.0
scaling_setting_024,Primary wording,50000,,valid,1400.0,325.0
scaling_setting_024,Paraphrased wording,100000,,valid,2200.0,450.0
scaling_setting_024,Paraphrased wording,50000,,valid,2500.0,320.0
scaling_setting_024,Paraphrased wording,400000,,valid,9200.0,1840.0
scaling_setting_024,Paraphrased wording,800000,,valid,23000.0,3100.0
scaling_setting_024,Paraphrased wording,200000,,valid,7800.0,1300.0
scaling_setting_024,Concise wording,100000,,valid,3000.0,850.0
scaling_setting_024,Concise wording,200000,,valid,6800.0,1550.0
scaling_setting_024,Concise wording,800000,,valid,32000.0,2200.0
scaling_setting_024,Concise wording,50000,,valid,2000.0,280.0
scaling_setting_024,Concise wording,400000,,valid,12500.0,1500.0
scaling_setting_024,No-change control,200000,,valid,7850.0,1200.0
scaling_setting_024,Irrelevant-number control,200000,200000.0,valid,12500.0,1050.0
scaling_setting_024,Irrelevant-number control,200000,800000.0,valid,7450.0,670.0
scaling_setting_024,Irrelevant-number control,200000,400000.0,valid,7500.0,1200.0
scaling_setting_024,Irrelevant-number control,200000,100000.0,valid,8200.0,950.0
scaling_setting_024,Irrelevant-number control,200000,50000.0,valid,7500.0,480.0
scaling_setting_025,Primary wording,400000,,valid,3200.0,850.0
scaling_setting_025,Primary wording,200000,,valid,3200.0,450.0
scaling_setting_025,Primary wording,100000,,valid,850.0,320.0
scaling_setting_025,Primary wording,800000,,valid,4320.0,1180.0
scaling_setting_025,Primary wording,50000,,valid,650.0,120.0
scaling_setting_025,Paraphrased wording,200000,,valid,2200.0,320.0
scaling_setting_025,Paraphrased wording,100000,,valid,450.0,325.0
scaling_setting_025,Paraphrased wording,50000,,valid,850.0,120.0
scaling_setting_025,Paraphrased wording,400000,,valid,6800.0,450.0
scaling_setting_025,Paraphrased wording,800000,,valid,9600.0,520.0
scaling_setting_025,Concise wording,100000,,valid,3200.0,270.0
scaling_setting_025,Concise wording,400000,,valid,3200.0,720.0
scaling_setting_025,Concise wording,50000,,valid,1500.0,120.0
scaling_setting_025,Concise wording,200000,,valid,3200.0,290.0
scaling_setting_025,Concise wording,800000,,valid,16000.0,650.0
scaling_setting_025,No-change control,200000,,valid,3200.0,480.0
scaling_setting_025,Irrelevant-number control,200000,100000.0,valid,4500.0,320.0
scaling_setting_025,Irrelevant-number control,200000,200000.0,valid,3200.0,450.0
scaling_setting_025,Irrelevant-number control,200000,800000.0,valid,4500.0,320.0
scaling_setting_025,Irrelevant-number control,200000,50000.0,valid,3200.0,640.0
scaling_setting_025,Irrelevant-number control,200000,400000.0,valid,3600.0,420.0
scaling_setting_026,Primary wording,100000,,valid,3200.0,850.0
scaling_setting_026,Primary wording,200000,,valid,3200.0,950.0
scaling_setting_026,Primary wording,50000,,valid,1600.0,420.0
scaling_setting_026,Primary wording,800000,,valid,32400.0,2500.0
scaling_setting_026,Primary wording,400000,,valid,12800.0,1600.0
scaling_setting_026,Paraphrased wording,800000,,valid,24000.0,3600.0
scaling_setting_026,Paraphrased wording,400000,,valid,12800.0,1350.0
scaling_setting_026,Paraphrased wording,50000,,valid,750.0,320.0
scaling_setting_026,Paraphrased wording,100000,,valid,3500.0,750.0
scaling_setting_026,Paraphrased wording,200000,,valid,8400.0,850.0
scaling_setting_026,Concise wording,200000,,valid,5200.0,925.0
scaling_setting_026,Concise wording,100000,,valid,3200.0,850.0
scaling_setting_026,Concise wording,400000,,valid,8800.0,3050.0
scaling_setting_026,Concise wording,800000,,valid,32000.0,1523.0
scaling_setting_026,Concise wording,50000,,valid,1750.0,320.0
scaling_setting_026,No-change control,200000,,valid,6200.0,1250.0
scaling_setting_026,Irrelevant-number control,200000,800000.0,valid,8900.0,1350.0
scaling_setting_026,Irrelevant-number control,200000,100000.0,valid,6400.0,860.0
scaling_setting_026,Irrelevant-number control,200000,400000.0,valid,8400.0,1200.0
scaling_setting_026,Irrelevant-number control,200000,200000.0,valid,7200.0,850.0
scaling_setting_026,Irrelevant-number control,200000,50000.0,valid,7200.0,1400.0
scaling_setting_027,Primary wording,400000,,valid,6800.0,920.0
scaling_setting_027,Primary wording,200000,,valid,4500.0,3200.0
scaling_setting_027,Primary wording,800000,,valid,16200.0,2750.0
scaling_setting_027,Primary wording,50000,,valid,850.0,320.0
scaling_setting_027,Primary wording,100000,,valid,4500.0,620.0
scaling_setting_027,Paraphrased wording,400000,,valid,5800.0,950.0
scaling_setting_027,Paraphrased wording,100000,,valid,2200.0,450.0
scaling_setting_027,Paraphrased wording,200000,,valid,2450.0,620.0
scaling_setting_027,Paraphrased wording,50000,,valid,1350.0,320.0
scaling_setting_027,Paraphrased wording,800000,,valid,9600.0,1400.0
scaling_setting_027,Concise wording,400000,,valid,6400.0,850.0
scaling_setting_027,Concise wording,50000,,valid,750.0,325.0
scaling_setting_027,Concise wording,800000,,valid,7200.0,1500.0
scaling_setting_027,Concise wording,200000,,valid,8500.0,725.0
scaling_setting_027,Concise wording,100000,,valid,1500.0,420.0
scaling_setting_027,No-change control,200000,,valid,4200.0,650.0
scaling_setting_027,Irrelevant-number control,200000,100000.0,valid,9500.0,1200.0
scaling_setting_027,Irrelevant-number control,200000,200000.0,valid,3500.0,850.0
scaling_setting_027,Irrelevant-number control,200000,50000.0,valid,9800.0,1250.0
scaling_setting_027,Irrelevant-number control,200000,800000.0,valid,4800.0,1250.0
scaling_setting_027,Irrelevant-number control,200000,400000.0,valid,8500.0,1200.0
scaling_setting_028,Primary wording,800000,,valid,14500.0,2250.0
scaling_setting_028,Primary wording,50000,,valid,750.0,420.0
scaling_setting_028,Primary wording,200000,,valid,4500.0,1200.0
scaling_setting_028,Primary wording,100000,,valid,1800.0,950.0
scaling_setting_028,Primary wording,400000,,valid,7200.0,2150.0
scaling_setting_028,Paraphrased wording,50000,,valid,750.0,220.0
scaling_setting_028,Paraphrased wording,200000,,valid,6000.0,850.0
scaling_setting_028,Paraphrased wording,100000,,valid,1250.0,450.0
scaling_setting_028,Paraphrased wording,800000,,valid,14600.0,3200.0
scaling_setting_028,Paraphrased wording,400000,,valid,8600.0,1525.0
scaling_setting_028,Concise wording,200000,,valid,4500.0,950.0
scaling_setting_028,Concise wording,100000,,valid,1200.0,450.0
scaling_setting_028,Concise wording,800000,,valid,24000.0,4300.0
scaling_setting_028,Concise wording,50000,,valid,375.0,450.0
scaling_setting_028,Concise wording,400000,,valid,10250.0,2800.0
scaling_setting_028,No-change control,200000,,valid,3200.0,750.0
scaling_setting_028,Irrelevant-number control,200000,50000.0,valid,4500.0,1250.0
scaling_setting_028,Irrelevant-number control,200000,800000.0,valid,4500.0,1200.0
scaling_setting_028,Irrelevant-number control,200000,200000.0,valid,4800.0,1300.0
scaling_setting_028,Irrelevant-number control,200000,400000.0,valid,7200.0,950.0
scaling_setting_028,Irrelevant-number control,200000,100000.0,valid,3200.0,1500.0
scaling_setting_029,Primary wording,800000,,valid,14500.0,3200.0
scaling_setting_029,Primary wording,200000,,valid,3200.0,850.0
scaling_setting_029,Primary wording,400000,,valid,5800.0,1250.0
scaling_setting_029,Primary wording,100000,,valid,1500.0,450.0
scaling_setting_029,Primary wording,50000,,valid,875.0,320.0
scaling_setting_029,Paraphrased wording,400000,,valid,3200.0,950.0
scaling_setting_029,Paraphrased wording,100000,,valid,1200.0,350.0
scaling_setting_029,Paraphrased wording,200000,,valid,7200.0,450.0
scaling_setting_029,Paraphrased wording,800000,,valid,24000.0,1500.0
scaling_setting_029,Paraphrased wording,50000,,valid,750.0,320.0
scaling_setting_029,Concise wording,200000,,valid,3400.0,750.0
scaling_setting_029,Concise wording,50000,,valid,375.0,130.0
scaling_setting_029,Concise wording,400000,,valid,6200.0,1750.0
scaling_setting_029,Concise wording,800000,,valid,6400.0,2250.0
scaling_setting_029,Concise wording,100000,,valid,850.0,310.0
scaling_setting_029,No-change control,200000,,valid,3200.0,850.0
scaling_setting_029,Irrelevant-number control,200000,400000.0,valid,7800.0,1350.0
scaling_setting_029,Irrelevant-number control,200000,800000.0,valid,4250.0,850.0
scaling_setting_029,Irrelevant-number control,200000,50000.0,valid,3200.0,460.0
scaling_setting_029,Irrelevant-number control,200000,200000.0,valid,4800.0,625.0
scaling_setting_029,Irrelevant-number control,200000,100000.0,valid,4800.0,650.0
scaling_setting_030,Primary wording,800000,,valid,16000.0,3250.0
scaling_setting_030,Primary wording,400000,,valid,15600.0,1450.0
scaling_setting_030,Primary wording,100000,,valid,4500.0,320.0
scaling_setting_030,Primary wording,50000,,valid,1250.0,320.0
scaling_setting_030,Primary wording,200000,,valid,3200.0,750.0
scaling_setting_030,Paraphrased wording,200000,,valid,4800.0,850.0
scaling_setting_030,Paraphrased wording,800000,,valid,14600.0,2150.0
scaling_setting_030,Paraphrased wording,50000,,valid,525.0,310.0
scaling_setting_030,Paraphrased wording,400000,,valid,9600.0,1250.0
scaling_setting_030,Paraphrased wording,100000,,valid,750.0,320.0
scaling_setting_030,Concise wording,400000,,valid,6400.0,1400.0
scaling_setting_030,Concise wording,50000,,valid,750.0,325.0
scaling_setting_030,Concise wording,800000,,valid,12500.0,1800.0
scaling_setting_030,Concise wording,100000,,valid,7000.0,320.0
scaling_setting_030,Concise wording,200000,,valid,4500.0,620.0
scaling_setting_030,No-change control,200000,,valid,3500.0,850.0
scaling_setting_030,Irrelevant-number control,200000,800000.0,valid,4800.0,850.0
scaling_setting_030,Irrelevant-number control,200000,400000.0,valid,5400.0,850.0
scaling_setting_030,Irrelevant-number control,200000,100000.0,valid,5200.0,980.0
scaling_setting_030,Irrelevant-number control,200000,50000.0,valid,2750.0,420.0
scaling_setting_030,Irrelevant-number control,200000,200000.0,valid,4500.0,850.0
scaling_setting_031,Primary wording,400000,,valid,12600.0,1250.0
scaling_setting_031,Primary wording,800000,,valid,32000.0,3500.0
scaling_setting_031,Primary wording,50000,,valid,1750.0,340.0
scaling_setting_031,Primary wording,200000,,valid,11500.0,720.0
scaling_setting_031,Primary wording,100000,,valid,3200.0,530.0
scaling_setting_031,Paraphrased wording,100000,,valid,3250.0,740.0
scaling_setting_031,Paraphrased wording,50000,,valid,1500.0,320.0
scaling_setting_031,Paraphrased wording,400000,,valid,20000.0,1200.0
scaling_setting_031,Paraphrased wording,200000,,valid,6250.0,460.0
scaling_setting_031,Paraphrased wording,800000,,valid,24000.0,1850.0
scaling_setting_031,Concise wording,800000,,valid,16000.0,1450.0
scaling_setting_031,Concise wording,100000,,valid,2500.0,750.0
scaling_setting_031,Concise wording,50000,,valid,700.0,312.0
scaling_setting_031,Concise wording,200000,,valid,7600.0,1150.0
scaling_setting_031,Concise wording,400000,,valid,9600.0,2140.0
scaling_setting_031,No-change control,200000,,valid,5400.0,1250.0
scaling_setting_031,Irrelevant-number control,200000,800000.0,valid,8700.0,1350.0
scaling_setting_031,Irrelevant-number control,200000,200000.0,valid,5250.0,980.0
scaling_setting_031,Irrelevant-number control,200000,400000.0,valid,8500.0,1300.0
scaling_setting_031,Irrelevant-number control,200000,50000.0,valid,7200.0,1250.0
scaling_setting_031,Irrelevant-number control,200000,100000.0,valid,8500.0,1125.0
scaling_setting_032,Primary wording,100000,,valid,3500.0,620.0
scaling_setting_032,Primary wording,400000,,valid,8200.0,1450.0
scaling_setting_032,Primary wording,200000,,valid,3500.0,450.0
scaling_setting_032,Primary wording,50000,,valid,750.0,320.0
scaling_setting_032,Primary wording,800000,,valid,12850.0,1450.0
scaling_setting_032,Paraphrased wording,200000,,valid,3200.0,850.0
scaling_setting_032,Paraphrased wording,100000,,valid,950.0,320.0
scaling_setting_032,Paraphrased wording,50000,,valid,750.0,280.0
scaling_setting_032,Paraphrased wording,400000,,valid,9200.0,1450.0
scaling_setting_032,Paraphrased wording,800000,,valid,9500.0,1250.0
scaling_setting_032,Concise wording,50000,,valid,750.0,320.0
scaling_setting_032,Concise wording,400000,,valid,2600.0,2200.0
scaling_setting_032,Concise wording,200000,,valid,1850.0,750.0
scaling_setting_032,Concise wording,100000,,valid,1250.0,450.0
scaling_setting_032,Concise wording,800000,,valid,7240.0,1850.0
scaling_setting_032,No-change control,200000,,valid,3200.0,850.0
scaling_setting_032,Irrelevant-number control,200000,200000.0,valid,3200.0,950.0
scaling_setting_032,Irrelevant-number control,200000,800000.0,valid,1850.0,750.0
scaling_setting_032,Irrelevant-number control,200000,100000.0,valid,3200.0,750.0
scaling_setting_032,Irrelevant-number control,200000,50000.0,valid,5400.0,1250.0
scaling_setting_032,Irrelevant-number control,200000,400000.0,valid,4800.0,750.0
scaling_setting_033,Primary wording,800000,,valid,32000.0,2400.0
scaling_setting_033,Primary wording,400000,,valid,16500.0,1450.0
scaling_setting_033,Primary wording,50000,,valid,2100.0,430.0
scaling_setting_033,Primary wording,100000,,valid,4250.0,455.0
scaling_setting_033,Primary wording,200000,,valid,7800.0,1200.0
scaling_setting_033,Paraphrased wording,50000,,valid,1250.0,310.0
scaling_setting_033,Paraphrased wording,200000,,valid,7400.0,520.0
scaling_setting_033,Paraphrased wording,400000,,valid,14500.0,1220.0
scaling_setting_033,Paraphrased wording,100000,,valid,4500.0,820.0
scaling_setting_033,Paraphrased wording,800000,,valid,22400.0,1350.0
scaling_setting_033,Concise wording,400000,,valid,18400.0,1450.0
scaling_setting_033,Concise wording,100000,,valid,3200.0,450.0
scaling_setting_033,Concise wording,200000,,valid,4200.0,850.0
scaling_setting_033,Concise wording,50000,,valid,1500.0,125.0
scaling_setting_033,Concise wording,800000,,valid,24000.0,3500.0
scaling_setting_033,No-change control,200000,,valid,5200.0,850.0
scaling_setting_033,Irrelevant-number control,200000,800000.0,valid,8600.0,425.0
scaling_setting_033,Irrelevant-number control,200000,50000.0,valid,8700.0,620.0
scaling_setting_033,Irrelevant-number control,200000,200000.0,valid,8500.0,1200.0
scaling_setting_033,Irrelevant-number control,200000,400000.0,valid,8500.0,1200.0
scaling_setting_033,Irrelevant-number control,200000,100000.0,valid,8200.0,950.0
scaling_setting_034,Primary wording,800000,,valid,46400.0,3150.0
scaling_setting_034,Primary wording,200000,,valid,6700.0,960.0
scaling_setting_034,Primary wording,50000,,valid,2100.0,320.0
scaling_setting_034,Primary wording,400000,,valid,11500.0,1300.0
scaling_setting_034,Primary wording,100000,,valid,5200.0,480.0
scaling_setting_034,Paraphrased wording,200000,,valid,7200.0,480.0
scaling_setting_034,Paraphrased wording,50000,,valid,1750.0,310.0
scaling_setting_034,Paraphrased wording,800000,,valid,24000.0,1850.0
scaling_setting_034,Paraphrased wording,400000,,valid,16400.0,850.0
scaling_setting_034,Paraphrased wording,100000,,valid,3200.0,410.0
scaling_setting_034,Concise wording,400000,,valid,21500.0,1750.0
scaling_setting_034,Concise wording,200000,,valid,6800.0,540.0
scaling_setting_034,Concise wording,800000,,valid,32000.0,2200.0
scaling_setting_034,Concise wording,100000,,valid,4500.0,320.0
scaling_setting_034,Concise wording,50000,,valid,1250.0,275.0
scaling_setting_034,No-change control,200000,,valid,4800.0,750.0
scaling_setting_034,Irrelevant-number control,200000,100000.0,valid,4800.0,1350.0
scaling_setting_034,Irrelevant-number control,200000,50000.0,valid,9800.0,850.0
scaling_setting_034,Irrelevant-number control,200000,800000.0,valid,9700.0,1250.0
scaling_setting_034,Irrelevant-number control,200000,400000.0,valid,8400.0,950.0
scaling_setting_034,Irrelevant-number control,200000,200000.0,valid,7800.0,850.0
scaling_setting_035,Primary wording,800000,,valid,48000.0,3200.0
scaling_setting_035,Primary wording,400000,,valid,24500.0,2800.0
scaling_setting_035,Primary wording,100000,,valid,4200.0,735.0
scaling_setting_035,Primary wording,200000,,valid,7400.0,1350.0
scaling_setting_035,Primary wording,50000,,valid,2300.0,480.0
scaling_setting_035,Paraphrased wording,800000,,valid,24000.0,4500.0
scaling_setting_035,Paraphrased wording,50000,,valid,3200.0,400.0
scaling_setting_035,Paraphrased wording,400000,,valid,14800.0,1520.0
scaling_setting_035,Paraphrased wording,100000,,valid,4500.0,1200.0
scaling_setting_035,Paraphrased wording,200000,,valid,8600.0,1250.0
scaling_setting_035,Concise wording,800000,,valid,32000.0,2600.0
scaling_setting_035,Concise wording,400000,,valid,16000.0,1200.0
scaling_setting_035,Concise wording,50000,,valid,1750.0,420.0
scaling_setting_035,Concise wording,100000,,valid,6200.0,540.0
scaling_setting_035,Concise wording,200000,,valid,8500.0,1280.0
scaling_setting_035,No-change control,200000,,valid,8300.0,1250.0
scaling_setting_035,Irrelevant-number control,200000,50000.0,valid,8400.0,1250.0
scaling_setting_035,Irrelevant-number control,200000,400000.0,valid,7300.0,850.0
scaling_setting_035,Irrelevant-number control,200000,200000.0,valid,5400.0,1350.0
scaling_setting_035,Irrelevant-number control,200000,800000.0,valid,14500.0,1025.0
scaling_setting_035,Irrelevant-number control,200000,100000.0,valid,9500.0,1500.0
scaling_setting_036,Primary wording,50000,,valid,1750.0,320.0
scaling_setting_036,Primary wording,400000,,valid,12500.0,950.0
scaling_setting_036,Primary wording,100000,,valid,4750.0,320.0
scaling_setting_036,Primary wording,800000,,valid,18400.0,1250.0
scaling_setting_036,Primary wording,200000,,valid,7800.0,720.0
scaling_setting_036,Paraphrased wording,400000,,valid,12450.0,1125.0
scaling_setting_036,Paraphrased wording,200000,,valid,9200.0,412.0
scaling_setting_036,Paraphrased wording,100000,,valid,4500.0,320.0
scaling_setting_036,Paraphrased wording,800000,,valid,18400.0,1250.0
scaling_setting_036,Paraphrased wording,50000,,valid,1800.0,240.0
scaling_setting_036,Concise wording,200000,,valid,4500.0,725.0
scaling_setting_036,Concise wording,400000,,valid,18000.0,950.0
scaling_setting_036,Concise wording,800000,,valid,25760.0,1225.0
scaling_setting_036,Concise wording,50000,,valid,1200.0,310.0
scaling_setting_036,Concise wording,100000,,valid,3500.0,425.0
scaling_setting_036,No-change control,200000,,valid,4800.0,560.0
scaling_setting_036,Irrelevant-number control,200000,200000.0,valid,7500.0,520.0
scaling_setting_036,Irrelevant-number control,200000,100000.0,valid,5400.0,850.0
scaling_setting_036,Irrelevant-number control,200000,800000.0,valid,7600.0,320.0
scaling_setting_036,Irrelevant-number control,200000,400000.0,valid,9500.0,520.0
scaling_setting_036,Irrelevant-number control,200000,50000.0,valid,6300.0,480.0
scaling_setting_037,Primary wording,50000,,valid,1250.0,320.0
scaling_setting_037,Primary wording,200000,,valid,7200.0,850.0
scaling_setting_037,Primary wording,100000,,valid,3200.0,450.0
scaling_setting_037,Primary wording,800000,,valid,24000.0,3200.0
scaling_setting_037,Primary wording,400000,,valid,7400.0,2400.0
scaling_setting_037,Paraphrased wording,400000,,valid,18250.0,950.0
scaling_setting_037,Paraphrased wording,50000,,valid,750.0,240.0
scaling_setting_037,Paraphrased wording,800000,,valid,24000.0,3200.0
scaling_setting_037,Paraphrased wording,100000,,valid,3200.0,750.0
scaling_setting_037,Paraphrased wording,200000,,valid,8500.0,750.0
scaling_setting_037,Concise wording,200000,,valid,6800.0,1200.0
scaling_setting_037,Concise wording,400000,,valid,7600.0,1800.0
scaling_setting_037,Concise wording,50000,,valid,750.0,325.0
scaling_setting_037,Concise wording,100000,,valid,2100.0,320.0
scaling_setting_037,Concise wording,800000,,valid,18400.0,4200.0
scaling_setting_037,No-change control,200000,,valid,4200.0,850.0
scaling_setting_037,Irrelevant-number control,200000,400000.0,valid,6500.0,1150.0
scaling_setting_037,Irrelevant-number control,200000,50000.0,valid,4500.0,1250.0
scaling_setting_037,Irrelevant-number control,200000,800000.0,valid,8400.0,1450.0
scaling_setting_037,Irrelevant-number control,200000,100000.0,valid,7800.0,950.0
scaling_setting_037,Irrelevant-number control,200000,200000.0,valid,3200.0,850.0
scaling_setting_038,Primary wording,200000,,valid,8500.0,1075.0
scaling_setting_038,Primary wording,50000,,valid,2450.0,320.0
scaling_setting_038,Primary wording,400000,,valid,12400.0,2150.0
scaling_setting_038,Primary wording,100000,,valid,7250.0,450.0
scaling_setting_038,Primary wording,800000,,valid,32000.0,2400.0
scaling_setting_038,Paraphrased wording,200000,,valid,7200.0,1850.0
scaling_setting_038,Paraphrased wording,400000,,valid,22500.0,1550.0
scaling_setting_038,Paraphrased wording,100000,,valid,5200.0,850.0
scaling_setting_038,Paraphrased wording,800000,,valid,34000.0,1900.0
scaling_setting_038,Paraphrased wording,50000,,valid,1900.0,320.0
scaling_setting_038,Concise wording,400000,,valid,12200.0,1350.0
scaling_setting_038,Concise wording,100000,,valid,3500.0,525.0
scaling_setting_038,Concise wording,800000,,valid,24000.0,3500.0
scaling_setting_038,Concise wording,50000,,valid,2100.0,450.0
scaling_setting_038,Concise wording,200000,,valid,8700.0,1400.0
scaling_setting_038,No-change control,200000,,valid,8200.0,1250.0
scaling_setting_038,Irrelevant-number control,200000,200000.0,valid,8800.0,1200.0
scaling_setting_038,Irrelevant-number control,200000,400000.0,valid,9500.0,1200.0
scaling_setting_038,Irrelevant-number control,200000,50000.0,valid,14500.0,1350.0
scaling_setting_038,Irrelevant-number control,200000,100000.0,valid,9500.0,1200.0
scaling_setting_038,Irrelevant-number control,200000,800000.0,valid,8700.0,1250.0
scaling_setting_039,Primary wording,100000,,valid,3200.0,450.0
scaling_setting_039,Primary wording,800000,,valid,32000.0,2100.0
scaling_setting_039,Primary wording,400000,,valid,11200.0,1450.0
scaling_setting_039,Primary wording,50000,,valid,1200.0,450.0
scaling_setting_039,Primary wording,200000,,valid,4800.0,750.0
scaling_setting_039,Paraphrased wording,400000,,valid,8200.0,1250.0
scaling_setting_039,Paraphrased wording,50000,,valid,1800.0,320.0
scaling_setting_039,Paraphrased wording,200000,,valid,7800.0,925.0
scaling_setting_039,Paraphrased wording,100000,,valid,3200.0,480.0
scaling_setting_039,Paraphrased wording,800000,,valid,12450.0,1580.0
scaling_setting_039,Concise wording,50000,,valid,750.0,210.0
scaling_setting_039,Concise wording,400000,,valid,12000.0,1850.0
scaling_setting_039,Concise wording,800000,,valid,24000.0,1800.0
scaling_setting_039,Concise wording,100000,,valid,2500.0,450.0
scaling_setting_039,Concise wording,200000,,valid,7600.0,850.0
scaling_setting_039,No-change control,200000,,valid,7500.0,820.0
scaling_setting_039,Irrelevant-number control,200000,200000.0,valid,7500.0,1250.0
scaling_setting_039,Irrelevant-number control,200000,50000.0,valid,7600.0,1200.0
scaling_setting_039,Irrelevant-number control,200000,100000.0,valid,7500.0,1200.0
scaling_setting_039,Irrelevant-number control,200000,400000.0,valid,8700.0,1250.0
scaling_setting_039,Irrelevant-number control,200000,800000.0,valid,5200.0,1250.0
scaling_setting_040,Primary wording,800000,,valid,32400.0,2100.0
